animal_id,farm_id,species,breed,age_years,weight_kg,sex,physiological_stage,health_status,latitude,longitude,elevation_m,climate_zone,date,temperature_c,humidity_percent,wind_speed_m_s,solar_radiation_w_m2,thi,hli,risk_level
966,FARM_010,sheep,Rambouillet,1.0499945723777153,72.83652964429201,male,lactating,healthy,36.757488779543145,-9.336751942006673,473.99079005818373,Continental,2023-01-07,10.99,73,3.07,179.46,52.71,11.0,Low
961,FARM_010,goat,Alpine,1.4993383972484338,74.51838493252075,male,growing,healthy,36.757488779543145,-9.336751942006673,473.99079005818373,Continental,2023-12-29,5.13,91,0.06,134.61,42.08,7.32,Low
14,FARM_001,cattle,Angus,7.253064397357341,752.1871356061031,female,lactating,healthy,35.61810178271044,37.53571532049581,379.3972738151323,Mediterranean,2023-05-11,25.74,78,2.24,67.99,75.83,25.84,Moderate
290,FARM_003,sheep,Dorper,5.222535871493606,66.86135663777102,female,pregnant,healthy,42.992642186624025,20.05575058716044,368.63266000822045,Continental,2023-08-23,33.92,18,1.02,249.48,77.34,32.59,Moderate
687,FARM_007,sheep,Dorper,3.3947533460451584,71.49788098899108,male,growing,healthy,32.092407909780626,4.607232426760907,214.86282948216126,Continental,2023-12-02,-1.63,100,2.35,437.05,29.06,1.37,Low
808,FARM_009,goat,Alpine,1.3324953306534666,53.24585956656599,female,pregnant,healthy,38.88621853293064,-7.6774793640001135,323.39518335564725,Mediterranean,2023-10-05,27.92,26,3.95,244.08,72.37,25.46,Low
173,FARM_002,sheep,Suffolk,3.9542524168548114,67.69356882806247,female,pregnant,healthy,38.952752369197306,12.291637642679557,94.98871211810129,Oceanic,2023-04-11,24.99,69,4.53,143.82,73.76,23.9,Low
27,FARM_001,sheep,Merino,5.729830819274965,86.7608059620386,female,pregnant,healthy,35.61810178271044,37.53571532049581,379.3972738151323,Mediterranean,2023-01-04,2.32,39,2.26,458.73,43.51,2.43,Low
526,FARM_006,goat,Saanen,2.228080654343704,63.64521213034066,male,growing,healthy,30.10599457829576,-8.846878747929212,286.14859711627514,Oceanic,2023-12-08,13.77,38,2.22,150.31,57.21,12.31,Low
411,FARM_005,goat,Alpine,3.0448941987390796,46.592987013870484,female,growing,minor_illness,32.72737450810651,-0.8297745073283096,186.90900933179196,Continental,2023-04-14,22.48,53,2.92,254.74,68.75,21.96,Low
905,FARM_010,sheep,Merino,7.366839311084968,78.44777416409254,male,growing,healthy,36.757488779543145,-9.336751942006673,473.99079005818373,Continental,2023-05-16,29.77,47,3.3,383.12,77.56,29.39,Moderate
729,FARM_008,cattle,Simmental,1.8092462037373207,477.29976609366724,female,lactating,healthy,31.359096517992313,20.919300466654363,222.10789607022323,Semi-arid,2023-02-08,13.03,83,6.75,142.11,55.68,11.54,Low
101,FARM_002,cattle,Holstein,8.052877114670288,558.617112928508,male,dry,healthy,38.952752369197306,12.291637642679557,94.98871211810129,Oceanic,2023-04-05,17.89,57,0.22,342.2,62.74,19.34,Low
204,FARM_003,sheep,Merino,3.303359557589097,96.5794744159495,male,pregnant,healthy,42.992642186624025,20.05575058716044,368.63266000822045,Continental,2023-03-31,16.73,48,1.74,290.68,60.94,16.73,Low
903,FARM_010,goat,Boer,3.7902180053254595,49.07914157886084,male,dry,minor_illness,36.757488779543145,-9.336751942006673,473.99079005818373,Continental,2023-01-24,6.35,60,1.5,117.55,46.67,6.17,Low
263,FARM_003,goat,Saanen,3.2457806028387557,40.70063963448249,female,lactating,healthy,42.992642186624025,20.05575058716044,368.63266000822045,Continental,2023-09-30,21.08,10,4.04,268.46,64.03,17.9,Low
699,FARM_007,cattle,Holstein,6.015795177828776,462.4143245359908,female,lactating,healthy,32.092407909780626,4.607232426760907,214.86282948216126,Continental,2023-07-23,37.63,75,0.87,351.76,94.12,39.73,Critical
541,FARM_006,cattle,Holstein,1.2777211387726521,420.7581198073643,male,lactating,healthy,30.10599457829576,-8.846878747929212,286.14859711627514,Oceanic,2023-04-28,24.14,92,5.43,369.04,74.7,24.88,Moderate
965,FARM_010,goat,Toggenburg,2.2084378552801134,40.38173412268907,male,growing,healthy,36.757488779543145,-9.336751942006673,473.99079005818373,Continental,2023-02-14,13.24,62,3.7,508.24,56.29,14.03,Low
531,FARM_006,cattle,Hereford,5.702591629770296,421.8537680003889,female,growing,healthy,30.10599457829576,-8.846878747929212,286.14859711627514,Oceanic,2023-05-22,35.79,60,1.92,128.25,88.04,35.49,Critical
879,FARM_009,sheep,Dorper,5.444346614072139,56.19230133529087,female,dry,minor_illness,38.88621853293064,-7.6774793640001135,323.39518335564725,Mediterranean,2023-01-13,3.11,79,0.49,141.02,39.99,4.5,Low
849,FARM_009,goat,Saanen,1.5055322645078277,67.30610420176797,male,dry,minor_illness,38.88621853293064,-7.6774793640001135,323.39518335564725,Mediterranean,2023-09-19,11.44,57,5.28,148.89,53.88,9.39,Low
528,FARM_006,cattle,Angus,1.855477409794235,730.6987072104988,male,lactating,healthy,30.10599457829576,-8.846878747929212,286.14859711627514,Oceanic,2023-04-25,30.49,71,3.86,92.49,82.36,29.6,High
341,FARM_004,cattle,Angus,3.677936061869385,626.0087971436064,male,dry,healthy,30.846173685406505,26.099938613341237,472.3487190570876,Continental,2023-08-02,33.77,51,5.89,111.85,83.5,30.95,High
924,FARM_010,goat,Saanen,1.7284894330298328,68.84529429427295,female,growing,healthy,36.757488779543145,-9.336751942006673,473.99079005818373,Continental,2023-05-21,32.1,27,5.65,61.62,77.05,27.94,Moderate
813,FARM_009,sheep,Rambouillet,2.5726017834923662,69.96662900996112,male,pregnant,recovering,38.88621853293064,-7.6774793640001135,323.39518335564725,Mediterranean,2023-01-09,8.0,81,2.64,301.39,47.63,9.22,Low
404,FARM_005,sheep,Rambouillet,4.7848893365143725,54.82672350977204,female,lactating,healthy,32.72737450810651,-0.8297745073283096,186.90900933179196,Continental,2023-08-26,27.14,66,0.13,264.33,76.64,28.72,Moderate
247,FARM_003,goat,Toggenburg,3.794876842121491,73.43992255124837,male,pregnant,healthy,42.992642186624025,20.05575058716044,368.63266000822045,Continental,2023-03-19,14.9,38,2.56,121.84,58.54,13.12,Low
524,FARM_006,goat,Nubian,5.552657522543951,51.299842638914086,female,pregnant,healthy,30.10599457829576,-8.846878747929212,286.14859711627514,Oceanic,2023-04-13,18.35,60,4.47,398.2,63.5,18.13,Moderate
999,FARM_010,cattle,Angus,2.2538753414024173,746.4908122314707,female,pregnant,healthy,36.757488779543145,-9.336751942006673,473.99079005818373,Continental,2023-05-17,28.91,41,2.32,413.1,75.65,28.89,Moderate
151,FARM_002,cattle,Holstein,4.261545092049698,632.2353401112174,female,dry,healthy,38.952752369197306,12.291637642679557,94.98871211810129,Oceanic,2023-08-14,26.59,27,4.09,177.2,71.14,23.81,Low
550,FARM_006,sheep,Dorper,5.395953678228687,62.3755036570206,female,growing,healthy,30.10599457829576,-8.846878747929212,286.14859711627514,Oceanic,2023-12-28,12.44,15,6.32,139.83,56.09,7.72,Low
234,FARM_003,sheep,Suffolk,7.8422647042035,60.042954493114706,female,dry,healthy,42.992642186624025,20.05575058716044,368.63266000822045,Continental,2023-04-18,28.18,82,4.0,167.93,80.24,28.1,Moderate
515,FARM_006,cattle,Simmental,1.0813462217136296,542.8117375880049,female,growing,healthy,30.10599457829576,-8.846878747929212,286.14859711627514,Oceanic,2023-03-17,14.29,57,3.76,229.4,57.78,13.38,Low
816,FARM_009,sheep,Dorper,4.217512181700162,83.78806464476119,female,pregnant,healthy,38.88621853293064,-7.6774793640001135,323.39518335564725,Mediterranean,2023-01-11,4.35,58,2.78,272.55,44.07,4.21,Low
248,FARM_003,sheep,Suffolk,2.6628032744671435,98.56975470208198,male,lactating,healthy,42.992642186624025,20.05575058716044,368.63266000822045,Continental,2023-04-03,15.9,51,3.33,547.95,59.92,16.55,Low
728,FARM_008,sheep,Texel,3.9828486656656157,91.61817698304975,male,pregnant,healthy,31.359096517992313,20.919300466654363,222.10789607022323,Semi-arid,2023-08-14,28.97,77,0.95,141.35,80.89,30.07,Moderate
692,FARM_007,cattle,Jersey,6.191716430194302,585.5926792667549,female,pregnant,recovering,32.092407909780626,4.607232426760907,214.86282948216126,Continental,2023-08-17,25.63,36,0.93,340.8,71.01,25.65,Moderate
216,FARM_003,goat,Alpine,5.625905755192813,68.34288018410518,female,lactating,healthy,42.992642186624025,20.05575058716044,368.63266000822045,Continental,2023-12-16,-1.4,62,3.83,135.94,35.45,-2.54,Low
544,FARM_006,sheep,Merino,1.1763538977146055,91.94986638590053,female,dry,healthy,30.10599457829576,-8.846878747929212,286.14859711627514,Oceanic,2023-06-09,31.93,55,1.17,0.0,81.73,31.11,Moderate
235,FARM_003,sheep,Texel,1.7319748823408019,81.82151247718184,male,pregnant,healthy,42.992642186624025,20.05575058716044,368.63266000822045,Continental,2023-06-24,41.03,73,4.37,302.53,98.65,40.99,Critical
428,FARM_005,goat,Alpine,4.675440810068915,74.9479437386538,female,dry,healthy,32.72737450810651,-0.8297745073283096,186.90900933179196,Continental,2023-09-11,6.66,69,3.78,298.75,46.37,6.71,Low
437,FARM_005,goat,Boer,3.457773369371392,52.44869980253574,female,growing,healthy,32.72737450810651,-0.8297745073283096,186.90900933179196,Continental,2023-07-14,36.04,77,2.36,594.17,92.06,38.7,Critical
55,FARM_001,cattle,Angus,3.229578905510417,542.3890714605046,male,dry,healthy,35.61810178271044,37.53571532049581,379.3972738151323,Mediterranean,2023-12-07,15.76,69,2.84,128.23,59.96,15.43,Low
715,FARM_008,goat,Boer,5.9709288033714465,68.5138398344382,female,growing,healthy,31.359096517992313,20.919300466654363,222.10789607022323,Semi-arid,2023-04-01,20.8,70,2.09,502.73,67.52,22.75,Low
811,FARM_009,sheep,Suffolk,4.828502131898338,73.7544936433384,male,growing,healthy,38.88621853293064,-7.6774793640001135,323.39518335564725,Mediterranean,2023-03-27,21.65,67,6.42,121.06,68.59,19.38,Low
830,FARM_009,sheep,Suffolk,4.051966263994101,79.70247327834056,male,dry,healthy,38.88621853293064,-7.6774793640001135,323.39518335564725,Mediterranean,2023-06-16,30.58,78,1.13,239.65,83.57,32.13,Moderate
558,FARM_006,goat,Boer,4.632896015286428,60.671597565126326,male,growing,healthy,30.10599457829576,-8.846878747929212,286.14859711627514,Oceanic,2023-09-30,18.46,59,3.16,105.58,63.58,17.34,Low
474,FARM_005,sheep,Suffolk,1.9367985409978519,81.47788484458682,male,lactating,healthy,32.72737450810651,-0.8297745073283096,186.90900933179196,Continental,2023-09-18,26.71,29,3.57,98.41,71.41,23.85,Low
239,FARM_003,sheep,Dorper,6.073785919118408,79.66393241550894,female,lactating,healthy,42.992642186624025,20.05575058716044,368.63266000822045,Continental,2023-11-02,20.89,58,2.0,501.57,66.91,22.28,Low
395,FARM_004,goat,Alpine,4.931694458149949,79.66970468671354,male,pregnant,healthy,30.846173685406505,26.099938613341237,472.3487190570876,Continental,2023-08-17,27.32,41,3.53,272.96,73.66,25.97,Low
856,FARM_009,goat,Saanen,3.446668206436976,75.45521447840567,male,pregnant,minor_illness,38.88621853293064,-7.6774793640001135,323.39518335564725,Mediterranean,2023-07-28,36.82,65,5.29,408.03,90.56,36.47,Critical
535,FARM_006,goat,Nubian,6.909150416574855,70.16993038728323,male,dry,healthy,30.10599457829576,-8.846878747929212,286.14859711627514,Oceanic,2023-08-26,14.31,36,6.46,229.4,57.84,11.02,Low
779,FARM_008,sheep,Dorper,5.606715526395444,99.88746945051003,female,dry,healthy,31.359096517992313,20.919300466654363,222.10789607022323,Semi-arid,2023-10-16,12.08,43,0.31,66.52,55.07,11.42,Low
360,FARM_004,goat,Saanen,6.236381502907611,73.67734267167235,male,growing,healthy,30.846173685406505,26.099938613341237,472.3487190570876,Continental,2023-02-28,12.1,100,2.73,433.32,53.78,14.9,Low
948,FARM_010,cattle,Hereford,4.62728180154463,653.8225870966099,female,growing,healthy,36.757488779543145,-9.336751942006673,473.99079005818373,Continental,2023-02-26,9.27,48,3.16,115.93,51.36,7.67,Low
602,FARM_007,sheep,Texel,2.2720630525970957,87.154076981569,male,growing,healthy,32.092407909780626,4.607232426760907,214.86282948216126,Continental,2023-05-18,33.35,63,1.02,360.5,85.1,34.79,High
791,FARM_008,sheep,Dorper,4.613983094383718,79.0322612954817,male,dry,healthy,31.359096517992313,20.919300466654363,222.10789607022323,Semi-arid,2023-05-28,28.49,57,1.61,113.29,77.29,28.1,Moderate
700,FARM_007,cattle,Angus,2.991148268014576,552.3965094673599,male,pregnant,healthy,32.092407909780626,4.607232426760907,214.86282948216126,Continental,2023-09-22,16.88,68,0.51,321.23,61.62,18.65,Low
653,FARM_007,cattle,Hereford,1.1424085479713875,609.104056624748,male,growing,healthy,32.092407909780626,4.607232426760907,214.86282948216126,Continental,2023-02-10,10.86,39,3.39,291.91,53.7,9.59,Low
40,FARM_001,goat,Boer,6.881989502296274,43.01385024024513,male,lactating,healthy,35.61810178271044,37.53571532049581,379.3972738151323,Mediterranean,2023-08-12,23.74,43,4.35,309.2,69.46,22.25,Low
830,FARM_009,sheep,Suffolk,4.051966263994101,79.70247327834056,male,dry,healthy,38.88621853293064,-7.6774793640001135,323.39518335564725,Mediterranean,2023-06-18,48.3,36,4.18,260.18,97.45,46.31,Critical
808,FARM_009,goat,Alpine,1.3324953306534666,53.24585956656599,female,pregnant,healthy,38.88621853293064,-7.6774793640001135,323.39518335564725,Mediterranean,2023-03-16,7.4,20,6.09,160.2,50.87,3.18,Low
824,FARM_009,cattle,Jersey,3.5936607336357653,402.5857431158842,female,pregnant,healthy,38.88621853293064,-7.6774793640001135,323.39518335564725,Mediterranean,2023-01-03,-2.05,51,1.92,96.68,36.38,-3.0,Low
428,FARM_005,goat,Alpine,4.675440810068915,74.9479437386538,female,dry,healthy,32.72737450810651,-0.8297745073283096,186.90900933179196,Continental,2023-03-05,12.41,33,5.22,140.97,55.69,9.16,Low
123,FARM_002,cattle,Jersey,3.913113127638193,570.1745754465667,male,growing,healthy,38.952752369197306,12.291637642679557,94.98871211810129,Oceanic,2023-09-14,20.09,58,2.13,391.83,65.8,20.88,Low
617,FARM_007,sheep,Rambouillet,6.704578099783775,88.90126215723265,male,pregnant,healthy,32.092407909780626,4.607232426760907,214.86282948216126,Continental,2023-09-26,20.6,10,1.22,257.72,63.59,18.77,Low
178,FARM_002,cattle,Holstein,1.6762400356222789,691.2755024814413,male,lactating,healthy,38.952752369197306,12.291637642679557,94.98871211810129,Oceanic,2023-04-16,32.78,59,3.78,500.44,83.51,33.32,High
573,FARM_006,goat,Saanen,6.309785849083527,55.33136958568805,female,pregnant,healthy,30.10599457829576,-8.846878747929212,286.14859711627514,Oceanic,2023-07-03,23.8,79,1.1,301.19,72.93,25.72,Low
611,FARM_007,cattle,Jersey,9.00215131546009,631.5227018047763,female,dry,healthy,32.092407909780626,4.607232426760907,214.86282948216126,Continental,2023-02-17,9.02,33,2.14,195.27,51.82,7.6,Low
810,FARM_009,goat,Toggenburg,2.4215439633803406,43.87862683861699,female,dry,healthy,38.88621853293064,-7.6774793640001135,323.39518335564725,Mediterranean,2023-07-05,39.59,71,0.69,558.15,96.11,42.6,Critical
863,FARM_009,sheep,Merino,1.9615322217807196,63.843498474600615,male,dry,minor_illness,38.88621853293064,-7.6774793640001135,323.39518335564725,Mediterranean,2023-11-12,8.77,41,2.07,536.71,51.13,9.45,Low
759,FARM_008,goat,Nubian,4.869417431754136,51.53006308669474,female,pregnant,healthy,31.359096517992313,20.919300466654363,222.10789607022323,Semi-arid,2023-09-22,11.71,62,4.31,351.53,54.11,11.41,Low
425,FARM_005,sheep,Merino,4.193655562688794,68.45265108804583,male,pregnant,healthy,32.72737450810651,-0.8297745073283096,186.90900933179196,Continental,2023-05-27,33.47,36,5.28,269.08,80.28,31.0,Moderate
455,FARM_005,goat,Boer,6.512408263638264,54.49072348394365,male,pregnant,healthy,32.72737450810651,-0.8297745073283096,186.90900933179196,Continental,2023-03-08,15.99,32,0.46,177.59,59.74,15.26,Low
208,FARM_003,cattle,Holstein,8.907669877196422,718.9704086427712,female,growing,healthy,42.992642186624025,20.05575058716044,368.63266000822045,Continental,2023-05-16,30.15,80,2.65,493.61,83.19,32.3,High
507,FARM_006,sheep,Suffolk,2.2621555479594466,72.92989717569199,male,dry,healthy,30.10599457829576,-8.846878747929212,286.14859711627514,Oceanic,2023-04-23,22.69,33,0.87,467.46,67.37,23.24,Low
847,FARM_009,sheep,Rambouillet,3.2971205064752542,52.68861558309917,female,growing,healthy,38.88621853293064,-7.6774793640001135,323.39518335564725,Mediterranean,2023-01-30,10.31,72,4.13,0.0,51.69,8.86,Low
499,FARM_005,sheep,Texel,7.704528606917427,97.13621595470562,male,growing,recovering,32.72737450810651,-0.8297745073283096,186.90900933179196,Continental,2023-07-03,38.55,53,0.26,27.94,90.05,38.18,Critical
792,FARM_008,cattle,Jersey,8.287075326393005,780.2131283817636,male,pregnant,recovering,31.359096517992313,20.919300466654363,222.10789607022323,Semi-arid,2023-10-09,17.72,66,5.25,511.89,62.79,17.94,Low
24,FARM_001,sheep,Dorper,6.715023112535688,89.91725624922756,male,growing,healthy,35.61810178271044,37.53571532049581,379.3972738151323,Mediterranean,2023-08-07,31.53,55,3.98,436.27,81.19,31.49,Moderate
611,FARM_007,cattle,Jersey,9.00215131546009,631.5227018047763,female,dry,healthy,32.092407909780626,4.607232426760907,214.86282948216126,Continental,2023-10-31,6.11,78,2.36,250.84,44.85,7.07,Low
8,FARM_001,goat,Alpine,4.635759848686068,77.05203514053396,female,lactating,minor_illness,35.61810178271044,37.53571532049581,379.3972738151323,Mediterranean,2023-06-12,36.19,62,3.89,125.72,88.95,34.97,Critical
186,FARM_002,goat,Nubian,6.067296391210422,52.76401892973023,female,pregnant,healthy,38.952752369197306,12.291637642679557,94.98871211810129,Oceanic,2023-11-03,13.22,55,5.01,282.16,56.35,11.88,Low
468,FARM_005,goat,Nubian,6.180404601142011,56.05224096878849,male,dry,healthy,32.72737450810651,-0.8297745073283096,186.90900933179196,Continental,2023-04-06,32.14,70,1.2,228.76,84.52,33.16,High
584,FARM_006,cattle,Simmental,3.770162485126711,765.5153775493037,female,lactating,healthy,30.10599457829576,-8.846878747929212,286.14859711627514,Oceanic,2023-12-12,-9.18,40,9.16,323.13,29.44,-13.13,Moderate
107,FARM_002,sheep,Merino,4.7409645261276605,67.7995742135993,female,dry,healthy,38.952752369197306,12.291637642679557,94.98871211810129,Oceanic,2023-06-01,47.04,69,3.93,306.73,106.53,47.04,Critical
716,FARM_008,cattle,Holstein,2.8979760491270934,742.8766628238354,female,dry,healthy,31.359096517992313,20.919300466654363,222.10789607022323,Semi-arid,2023-06-27,28.68,91,1.61,272.51,82.39,30.8,High
201,FARM_003,goat,Saanen,3.9471180452117594,79.85343103226897,male,growing,healthy,42.992642186624025,20.05575058716044,368.63266000822045,Continental,2023-05-07,34.59,94,5.72,529.64,93.0,36.06,Critical
770,FARM_008,goat,Boer,2.667070979239393,70.8604824799395,female,pregnant,healthy,31.359096517992313,20.919300466654363,222.10789607022323,Semi-arid,2023-04-10,20.21,81,1.67,463.56,67.27,22.73,Low
754,FARM_008,sheep,Texel,7.940174974899544,86.34194155241187,male,growing,recovering,31.359096517992313,20.919300466654363,222.10789607022323,Semi-arid,2023-04-07,25.26,84,1.2,137.64,75.74,26.54,Moderate
328,FARM_004,goat,Boer,4.968223666422486,47.40782271469872,male,dry,healthy,30.846173685406505,26.099938613341237,472.3487190570876,Continental,2023-07-07,25.39,49,0.41,206.66,72.15,25.65,Low
859,FARM_009,cattle,Simmental,9.782009366940393,547.6544775236819,female,dry,healthy,38.88621853293064,-7.6774793640001135,323.39518335564725,Mediterranean,2023-06-25,30.88,53,2.14,151.58,79.89,30.2,High
99,FARM_001,sheep,Suffolk,6.635312672635533,95.15755293383131,female,growing,recovering,35.61810178271044,37.53571532049581,379.3972738151323,Mediterranean,2023-07-10,41.0,76,4.49,400.91,99.58,41.58,Critical
749,FARM_008,sheep,Merino,7.502016848918959,66.59857523679227,female,dry,healthy,31.359096517992313,20.919300466654363,222.10789607022323,Semi-arid,2023-01-27,10.38,47,4.8,698.67,52.8,10.84,Low
747,FARM_008,cattle,Simmental,6.950266105858269,660.8941412529763,male,lactating,healthy,31.359096517992313,20.919300466654363,222.10789607022323,Semi-arid,2023-09-01,25.93,86,0.5,212.08,77.05,28.02,Moderate
965,FARM_010,goat,Toggenburg,2.2084378552801134,40.38173412268907,male,growing,healthy,36.757488779543145,-9.336751942006673,473.99079005818373,Continental,2023-05-06,33.6,85,2.89,772.11,89.58,37.25,Critical
279,FARM_003,cattle,Angus,2.1090038875494943,743.7663173122357,male,lactating,healthy,42.992642186624025,20.05575058716044,368.63266000822045,Continental,2023-10-16,15.12,45,3.62,356.37,58.84,14.33,Low
293,FARM_003,cattle,Jersey,7.1211873799310625,492.33167566160483,female,pregnant,healthy,42.992642186624025,20.05575058716044,368.63266000822045,Continental,2023-05-06,24.73,64,1.96,266.81,72.84,25.28,Moderate
349,FARM_004,goat,Saanen,3.349154189066976,56.50487363394495,female,pregnant,healthy,30.846173685406505,26.099938613341237,472.3487190570876,Continental,2023-11-13,3.16,73,4.5,205.84,40.75,2.57,Low
803,FARM_009,goat,Toggenburg,6.9674919342115595,48.07367341455033,female,lactating,healthy,38.88621853293064,-7.6774793640001135,323.39518335564725,Mediterranean,2023-05-20,33.38,57,2.29,299.99,84.03,33.59,High
903,FARM_010,goat,Boer,3.7902180053254595,49.07914157886084,male,dry,minor_illness,36.757488779543145,-9.336751942006673,473.99079005818373,Continental,2023-04-09,28.98,36,3.35,302.55,74.98,27.63,Low
388,FARM_004,cattle,Hereford,7.474182601322427,756.1032212071209,female,dry,healthy,30.846173685406505,26.099938613341237,472.3487190570876,Continental,2023-03-12,18.96,48,2.43,404.98,63.82,19.19,Low
420,FARM_005,cattle,Holstein,2.0245455412894127,538.0892571206768,male,pregnant,healthy,32.72737450810651,-0.8297745073283096,186.90900933179196,Continental,2023-11-09,2.63,81,1.17,326.28,38.91,4.75,Low
587,FARM_006,goat,Alpine,3.068688520435882,58.47373925100442,female,lactating,healthy,30.10599457829576,-8.846878747929212,286.14859711627514,Oceanic,2023-05-08,27.81,55,4.55,80.52,76.06,25.67,Low
178,FARM_002,cattle,Holstein,1.6762400356222789,691.2755024814413,male,lactating,healthy,38.952752369197306,12.291637642679557,94.98871211810129,Oceanic,2023-12-21,4.01,86,4.05,250.73,40.7,4.51,Low
399,FARM_004,goat,Boer,1.6659368152808864,57.88222175225702,female,dry,healthy,30.846173685406505,26.099938613341237,472.3487190570876,Continental,2023-06-01,36.15,47,2.43,234.97,85.6,35.45,High
351,FARM_004,cattle,Angus,1.5836823503467152,631.9935149712526,male,growing,healthy,30.846173685406505,26.099938613341237,472.3487190570876,Continental,2023-07-07,37.99,57,3.22,84.47,90.33,36.65,Critical
564,FARM_006,cattle,Angus,7.950709136488086,650.081907812177,female,lactating,healthy,30.10599457829576,-8.846878747929212,286.14859711627514,Oceanic,2023-05-10,30.62,50,1.3,370.26,79.05,31.3,High
493,FARM_005,cattle,Hereford,9.784124409512922,450.22008590506135,male,dry,healthy,32.72737450810651,-0.8297745073283096,186.90900933179196,Continental,2023-11-18,0.87,32,0.9,142.51,42.66,-0.26,Low
556,FARM_006,cattle,Jersey,5.051048738273299,790.8416932206294,female,dry,healthy,30.10599457829576,-8.846878747929212,286.14859711627514,Oceanic,2023-08-29,26.86,81,1.82,153.51,78.04,27.78,Moderate
867,FARM_009,goat,Alpine,5.3441751326375275,77.15231842751541,male,lactating,healthy,38.88621853293064,-7.6774793640001135,323.39518335564725,Mediterranean,2023-03-09,13.61,69,0.67,427.45,56.75,15.87,Low
632,FARM_007,cattle,Holstein,6.798310512857304,789.6990616579025,female,dry,healthy,32.092407909780626,4.607232426760907,214.86282948216126,Continental,2023-01-22,7.33,52,2.14,605.94,48.56,8.89,Low
875,FARM_009,goat,Nubian,5.965142163722902,40.02391755339181,male,dry,healthy,38.88621853293064,-7.6774793640001135,323.39518335564725,Mediterranean,2023-02-02,3.52,57,1.76,64.23,43.0,2.81,Low
61,FARM_001,sheep,Dorper,5.503017529096472,72.91264452457582,male,pregnant,minor_illness,35.61810178271044,37.53571532049581,379.3972738151323,Mediterranean,2023-10-28,9.04,82,1.21,383.37,49.24,11.44,Low
962,FARM_010,goat,Toggenburg,3.5029856738542122,75.109976194505,male,dry,healthy,36.757488779543145,-9.336751942006673,473.99079005818373,Continental,2023-06-24,42.54,55,0.23,409.77,96.18,44.25,Critical
866,FARM_009,goat,Nubian,4.077876098925445,51.25571928688652,female,pregnant,healthy,38.88621853293064,-7.6774793640001135,323.39518335564725,Mediterranean,2023-04-09,25.4,43,2.12,535.9,71.53,26.17,Low
145,FARM_002,sheep,Dorper,6.15510964937306,96.71835073845074,female,pregnant,healthy,38.952752369197306,12.291637642679557,94.98871211810129,Oceanic,2023-01-29,22.04,77,6.6,316.98,69.92,21.16,Low
486,FARM_005,cattle,Hereford,7.100318802790398,643.100848901089,female,lactating,healthy,32.72737450810651,-0.8297745073283096,186.90900933179196,Continental,2023-08-31,26.05,74,3.55,224.2,75.92,26.1,Moderate
315,FARM_004,goat,Toggenburg,3.125417442668647,61.020184878745596,female,dry,healthy,30.846173685406505,26.099938613341237,472.3487190570876,Continental,2023-05-07,29.78,75,2.05,236.86,81.84,30.7,High
750,FARM_008,cattle,Jersey,8.578140953560697,593.0853892307738,female,lactating,healthy,31.359096517992313,20.919300466654363,222.10789607022323,Semi-arid,2023-04-08,26.14,67,7.23,458.93,75.22,25.17,Moderate
700,FARM_007,cattle,Angus,2.991148268014576,552.3965094673599,male,pregnant,healthy,32.092407909780626,4.607232426760907,214.86282948216126,Continental,2023-03-06,21.89,67,0.32,426.27,68.98,24.22,Low
142,FARM_002,goat,Saanen,6.683700037670892,46.13405612464321,male,growing,healthy,38.952752369197306,12.291637642679557,94.98871211810129,Oceanic,2023-09-29,7.82,100,3.58,427.25,46.08,10.17,Low
589,FARM_006,goat,Toggenburg,1.9917069408577446,40.07968540876281,female,lactating,healthy,30.10599457829576,-8.846878747929212,286.14859711627514,Oceanic,2023-11-16,9.46,100,2.32,503.24,49.02,12.81,Low
865,FARM_009,goat,Alpine,4.42456888575444,59.1481943186209,female,lactating,healthy,38.88621853293064,-7.6774793640001135,323.39518335564725,Mediterranean,2023-08-10,25.63,39,1.22,494.73,71.39,26.45,Low
32,FARM_001,sheep,Dorper,3.6059793659322015,97.00667212288892,male,lactating,healthy,35.61810178271044,37.53571532049581,379.3972738151323,Mediterranean,2023-09-04,24.67,100,3.03,389.27,76.41,27.1,Moderate
519,FARM_006,goat,Nubian,1.5443302134095862,41.30471793366266,male,lactating,healthy,30.10599457829576,-8.846878747929212,286.14859711627514,Oceanic,2023-08-31,21.74,100,3.16,250.8,71.14,23.41,Low
69,FARM_001,cattle,Holstein,5.547271352030714,730.5829864430966,female,lactating,healthy,35.61810178271044,37.53571532049581,379.3972738151323,Mediterranean,2023-01-17,8.03,90,0.15,65.34,47.11,9.76,Low
366,FARM_004,goat,Nubian,4.718196641196494,62.47971389867227,male,growing,healthy,30.846173685406505,26.099938613341237,472.3487190570876,Continental,2023-08-21,18.76,71,4.3,313.1,64.53,18.72,Low
95,FARM_001,sheep,Merino,7.678357190811057,80.308731722544,female,lactating,healthy,35.61810178271044,37.53571532049581,379.3972738151323,Mediterranean,2023-12-18,5.98,43,3.36,0.0,47.58,3.43,Low
775,FARM_008,goat,Boer,6.468035140471784,40.837364713069334,female,growing,healthy,31.359096517992313,20.919300466654363,222.10789607022323,Semi-arid,2023-12-01,9.27,69,5.08,255.7,50.26,8.47,Low
