Numero animale	Data	Produzione totale
	2021-06-12	193
	2021-06-12	193
	2021-06-12	193
2156	2021-06-12	33.12
2156	2021-06-12	33.12
2390	2021-06-12	30.36
2390	2021-06-12	30.36
2308	2021-06-12	39.3
2308	2021-06-12	39.3
2121	2021-06-12	39.42
2121	2021-06-12	39.42
2542	2021-06-12	43.25
2542	2021-06-12	43.25
2132	2021-06-12	41.68
2132	2021-06-12	41.68
2301	2021-06-12	56.68
2301	2021-06-12	56.68
990	2021-06-12	22.35
990	2021-06-12	22.35
2088	2021-06-12	31.48
2088	2021-06-12	31.48
360	2021-06-12	31.77
360	2021-06-12	31.77
2325	2021-06-12	35.93
2325	2021-06-12	35.93
2150	2021-06-12	49.22
2150	2021-06-12	49.22
2316	2021-06-12	41.98
2316	2021-06-12	41.98
2238	2021-06-12	53.27
2238	2021-06-12	53.27
2231	2021-06-12	31.37
2231	2021-06-12	31.37
2064	2021-06-12	25.02
2064	2021-06-12	25.02
2338	2021-06-12	42.44
2338	2021-06-12	42.44
2070	2021-06-12	37.69
2070	2021-06-12	37.69
331	2021-06-12	36.95
331	2021-06-12	36.95
2186	2021-06-12	24.73
2186	2021-06-12	24.73
1191	2021-06-12	29.63
1191	2021-06-12	29.63
2189	2021-06-12	31.55
2189	2021-06-12	31.55
2090	2021-06-12	28.39
2090	2021-06-12	28.39
2291	2021-06-12	27.31
2291	2021-06-12	27.31
342	2021-06-12	33.21
342	2021-06-12	33.21
2168	2021-06-12	28.19
2168	2021-06-12	28.19
1152	2021-06-12	32.45
1152	2021-06-12	32.45
2378	2021-06-12	26.29
2378	2021-06-12	26.29
2031	2021-06-12	27.78
2031	2021-06-12	27.78
3551	2021-06-12	39.4
3551	2021-06-12	39.4
1168	2021-06-12	27.96
1168	2021-06-12	27.96
347	2021-06-12	38.7
347	2021-06-12	38.7
203	2021-06-12	30.68
203	2021-06-12	30.68
1165	2021-06-12	34.63
1165	2021-06-12	34.63
311	2021-06-12	27.94
311	2021-06-12	27.94
2000	2021-06-12	36.44
2000	2021-06-12	36.44
258	2021-06-12	41.83
258	2021-06-12	41.83
2260	2021-06-12	28.64
2260	2021-06-12	28.64
2151	2021-06-12	31.54
2151	2021-06-12	31.54
306	2021-06-12	41.39
306	2021-06-12	41.39
215	2021-06-12	36.06
215	2021-06-12	36.06
1159	2021-06-12	32.07
1159	2021-06-12	32.07
9945	2021-06-12	18.82
9945	2021-06-12	18.82
2322	2021-06-12	41.45
2322	2021-06-12	41.45
3404	2021-06-12	25.29
3404	2021-06-12	25.29
9927	2021-06-12	38.08
9927	2021-06-12	38.08
2474	2021-06-12	33.89
2474	2021-06-12	33.89
2349	2021-06-12	39.37
2349	2021-06-12	39.37
2276	2021-06-12	39.02
2276	2021-06-12	39.02
2331	2021-06-12	28.02
2331	2021-06-12	28.02
3552	2021-06-12	30.12
3552	2021-06-12	30.12
2154	2021-06-12	38.99
2154	2021-06-12	38.99
2056	2021-06-12	31.81
2056	2021-06-12	31.81
2123	2021-06-12	23.82
2123	2021-06-12	23.82
2024	2021-06-12	30.15
2024	2021-06-12	30.15
2037	2021-06-12	33.3
2037	2021-06-12	33.3
2144	2021-06-12	29.8
2144	2021-06-12	29.8
2139	2021-06-12	27.79
2139	2021-06-12	27.79
2277	2021-06-12	32.28
2277	2021-06-12	32.28
318	2021-06-12	20.57
318	2021-06-12	20.57
2394	2021-06-12	31.97
2394	2021-06-12	31.97
3431	2021-06-12	13.42
3431	2021-06-12	13.42
2023	2021-06-12	39.04
2023	2021-06-12	39.04
2208	2021-06-12	27.96
2208	2021-06-12	27.96
1200	2021-06-12	37.06
1200	2021-06-12	37.06
2120	2021-06-12	29.92
2120	2021-06-12	29.92
1156	2021-06-12	19.01
1156	2021-06-12	19.01
326	2021-06-12	35.3
326	2021-06-12	35.3
256	2021-06-12	28.25
256	2021-06-12	28.25
115	2021-06-12	36.29
115	2021-06-12	36.29
242	2021-06-12	33.88
242	2021-06-12	33.88
184	2021-06-12	24.12
184	2021-06-12	24.12
3573	2021-06-12	26.25
3573	2021-06-12	26.25
2366	2021-06-12	28.85
2366	2021-06-12	28.85
84	2021-06-12	38.76
84	2021-06-12	38.76
968	2021-06-12	23.05
968	2021-06-12	23.05
223	2021-06-12	35.36
223	2021-06-12	35.36
2159	2021-06-12	26.85
2159	2021-06-12	26.85
55	2021-06-12	42.17
55	2021-06-12	42.17
2046	2021-06-12	38.2
2046	2021-06-12	38.2
2197	2021-06-12	32
2197	2021-06-12	32
2321	2021-06-12	18.51
2321	2021-06-12	18.51
2007	2021-06-12	38.22
2007	2021-06-12	38.22
2178	2021-06-12	34.46
2178	2021-06-12	34.46
9938	2021-06-12	25.09
9938	2021-06-12	25.09
3566	2021-06-12	25.25
3566	2021-06-12	25.25
1186	2021-06-12	37.89
1186	2021-06-12	37.89
2442	2021-06-12	31.05
2442	2021-06-12	31.05
2300	2021-06-12	51.07
2300	2021-06-12	51.07
2410	2021-06-12	36.06
2410	2021-06-12	36.06
2486	2021-06-12	38.9
2486	2021-06-12	38.9
2517	2021-06-12	35.26
2517	2021-06-12	35.26
2530	2021-06-12	33.84
2530	2021-06-12	33.84
2531	2021-06-12	32.83
2531	2021-06-12	32.83
2413	2021-06-12	36.56
2413	2021-06-12	36.56
2327	2021-06-12	39.34
2327	2021-06-12	39.34
2448	2021-06-12	37.75
2448	2021-06-12	37.75
2498	2021-06-12	38.82
2498	2021-06-12	38.82
2449	2021-06-12	36.41
2449	2021-06-12	36.41
2222	2021-06-12	40.89
2222	2021-06-12	40.89
2523	2021-06-12	30.76
2523	2021-06-12	30.76
2402	2021-06-12	37.94
2402	2021-06-12	37.94
2401	2021-06-12	32.43
2401	2021-06-12	32.43
2412	2021-06-12	36.64
2412	2021-06-12	36.64
2416	2021-06-12	28.2
2416	2021-06-12	28.2
2414	2021-06-12	40.3
2414	2021-06-12	40.3
2211	2021-06-12	37.81
2211	2021-06-12	37.81
2475	2021-06-12	40.93
2475	2021-06-12	40.93
2478	2021-06-12	33.66
2478	2021-06-12	33.66
2408	2021-06-12	33.16
2408	2021-06-12	33.16
2353	2021-06-12	26.19
2353	2021-06-12	26.19
2527	2021-06-12	33.76
2527	2021-06-12	33.76
2495	2021-06-12	34.21
2495	2021-06-12	34.21
2350	2021-06-12	34.38
2350	2021-06-12	34.38
2463	2021-06-12	32.22
2463	2021-06-12	32.22
2472	2021-06-12	34.19
2472	2021-06-12	34.19
2524	2021-06-12	34.73
2524	2021-06-12	34.73
2506	2021-06-12	41.89
2506	2021-06-12	41.89
2534	2021-06-12	34.95
2534	2021-06-12	34.95
2237	2021-06-12	34.78
2237	2021-06-12	34.78
2487	2021-06-12	43.28
2487	2021-06-12	43.28
2464	2021-06-12	30.58
2464	2021-06-12	30.58
2454	2021-06-12	39.66
2454	2021-06-12	39.66
2146	2021-06-12	44.12
2146	2021-06-12	44.12
2431	2021-06-12	37.3
2431	2021-06-12	37.3
2491	2021-06-12	35.03
2491	2021-06-12	35.03
2143	2021-06-12	29.01
2143	2021-06-12	29.01
2328	2021-06-12	58.45
2328	2021-06-12	58.45
2460	2021-06-12	37.83
2460	2021-06-12	37.83
2389	2021-06-12	39.83
2389	2021-06-12	39.83
2451	2021-06-12	45.41
2451	2021-06-12	45.41
2386	2021-06-12	37.48
2386	2021-06-12	37.48
2444	2021-06-12	34.55
2444	2021-06-12	34.55
2492	2021-06-12	38.85
2492	2021-06-12	38.85
2535	2021-06-12	32.63
2535	2021-06-12	32.63
2399	2021-06-12	37.5
2399	2021-06-12	37.5
2490	2021-06-12	38.17
2490	2021-06-12	38.17
2521	2021-06-12	24.32
2521	2021-06-12	24.32
2437	2021-06-12	38.11
2437	2021-06-12	38.11
2411	2021-06-12	29.12
2411	2021-06-12	29.12
2470	2021-06-12	28.76
2470	2021-06-12	28.76
2439	2021-06-12	33.11
2439	2021-06-12	33.11
2434	2021-06-12	28.54
2434	2021-06-12	28.54
2346	2021-06-12	34.79
2346	2021-06-12	34.79
2489	2021-06-12	40.12
2489	2021-06-12	40.12
2440	2021-06-12	31.71
2440	2021-06-12	31.71
2383	2021-06-12	38.1
2383	2021-06-12	38.1
2459	2021-06-12	42.24
2459	2021-06-12	42.24
2428	2021-06-12	37.29
2428	2021-06-12	37.29
2404	2021-06-12	43.39
2404	2021-06-12	43.39
2452	2021-06-12	35.31
2452	2021-06-12	35.31
2484	2021-06-12	37.44
2484	2021-06-12	37.44
2381	2021-06-12	38.54
2381	2021-06-12	38.54
2083	2021-06-12	57.9
2083	2021-06-12	57.9
2426	2021-06-12	38.51
2426	2021-06-12	38.51
2423	2021-06-12	29.39
2423	2021-06-12	29.39
2405	2021-06-12	36.97
2405	2021-06-12	36.97
2363	2021-06-12	34.42
2363	2021-06-12	34.42
2421	2021-06-12	35.27
2421	2021-06-12	35.27
2509	2021-06-12	46.18
2509	2021-06-12	46.18
2433	2021-06-12	35.71
2433	2021-06-12	35.71
2446	2021-06-12	31.56
2446	2021-06-12	31.56
2508	2021-06-12	34.17
2508	2021-06-12	34.17
2330	2021-06-12	43.3
2330	2021-06-12	43.3
2469	2021-06-12	41.97
2469	2021-06-12	41.97
2344	2021-06-12	33.16
2344	2021-06-12	33.16
2179	2021-06-12	36.33
2179	2021-06-12	36.33
2419	2021-06-12	38.79
2419	2021-06-12	38.79
2352	2021-06-12	35.8
2352	2021-06-12	35.8
2432	2021-06-12	34.56
2432	2021-06-12	34.56
2510	2021-06-12	43.56
2510	2021-06-12	43.56
2482	2021-06-12	41.36
2482	2021-06-12	41.36
2481	2021-06-12	33.85
2481	2021-06-12	33.85
2528	2021-06-12	30.01
2528	2021-06-12	30.01
2436	2021-06-12	36.04
2436	2021-06-12	36.04
2407	2021-06-12	31.23
2407	2021-06-12	31.23
2424	2021-06-12	32.68
2424	2021-06-12	32.68
2435	2021-06-12	42.75
2435	2021-06-12	42.75
2488	2021-06-12	48.38
2488	2021-06-12	48.38
2483	2021-06-12	34.82
2483	2021-06-12	34.82
2400	2021-06-12	39.73
2400	2021-06-12	39.73
2422	2021-06-12	38.09
2422	2021-06-12	38.09
2525	2021-06-12	29.49
2525	2021-06-12	29.49
2513	2021-06-12	41.8
2513	2021-06-12	41.8
2503	2021-06-12	32.3
2503	2021-06-12	32.3
2502	2021-06-12	37.74
2502	2021-06-12	37.74
2519	2021-06-12	35.83
2519	2021-06-12	35.83
2425	2021-06-12	36.75
2425	2021-06-12	36.75
2461	2021-06-12	42.66
2461	2021-06-12	42.66
2324	2021-06-12	38.93
2324	2021-06-12	38.93
2500	2021-06-12	41.85
2500	2021-06-12	41.85
2391	2021-06-12	38.23
2391	2021-06-12	38.23
2302	2021-06-12	48.73
2302	2021-06-12	48.73
2544	2021-06-12	41.1
2544	2021-06-12	41.1
2457	2021-06-12	42.51
2457	2021-06-12	42.51
2202	2021-06-12	30.35
2202	2021-06-12	30.35
2477	2021-06-12	46.26
2477	2021-06-12	46.26
2532	2021-06-12	33.85
2532	2021-06-12	33.85
2496	2021-06-12	35.98
2496	2021-06-12	35.98
2415	2021-06-12	29.65
2415	2021-06-12	29.65
2380	2021-06-12	26.75
2380	2021-06-12	26.75
2429	2021-06-12	32.33
2429	2021-06-12	32.33
2427	2021-06-12	36.7
2427	2021-06-12	36.7
2443	2021-06-12	38.39
2443	2021-06-12	38.39
2420	2021-06-12	36.91
2420	2021-06-12	36.91
2409	2021-06-12	32.86
2409	2021-06-12	32.86
2297	2021-06-12	30.54
2297	2021-06-12	30.54
2512	2021-06-12	36.53
2512	2021-06-12	36.53
2282	2021-06-12	43.87
2282	2021-06-12	43.87
2257	2021-06-12	39.78
2257	2021-06-12	39.78
2035	2021-06-12	31.2
2035	2021-06-12	31.2
2039	2021-06-12	54.03
2039	2021-06-12	54.03
2235	2021-06-12	48.65
2235	2021-06-12	48.65
2288	2021-06-12	51.56
2288	2021-06-12	51.56
2110	2021-06-12	37.98
2110	2021-06-12	37.98
2218	2021-06-12	28.38
2218	2021-06-12	28.38
2101	2021-06-12	53.07
2101	2021-06-12	53.07
2494	2021-06-12	44.78
2494	2021-06-12	44.78
2213	2021-06-12	43.15
2213	2021-06-12	43.15
2256	2021-06-12	52.54
2256	2021-06-12	52.54
2036	2021-06-12	43.2
2036	2021-06-12	43.2
2184	2021-06-12	24.97
2184	2021-06-12	24.97
2294	2021-06-12	48.85
2294	2021-06-12	48.85
352	2021-06-12	64.23
352	2021-06-12	64.23
2086	2021-06-12	61.5
2086	2021-06-12	61.5
2050	2021-06-12	42.05
2050	2021-06-12	42.05
2263	2021-06-12	48.38
2263	2021-06-12	48.38
2102	2021-06-12	49.37
2102	2021-06-12	49.37
2214	2021-06-12	49.07
2214	2021-06-12	49.07
2275	2021-06-12	42.81
2275	2021-06-12	42.81
2252	2021-06-12	33.77
2252	2021-06-12	33.77
2049	2021-06-12	47.8
2049	2021-06-12	47.8
2192	2021-06-12	40.51
2192	2021-06-12	40.51
231	2021-06-12	43.6
231	2021-06-12	43.6
2133	2021-06-12	41.12
2133	2021-06-12	41.12
1193	2021-06-12	30.25
1193	2021-06-12	30.25
2295	2021-06-12	46.48
2295	2021-06-12	46.48
2014	2021-06-12	26.31
2014	2021-06-12	26.31
2072	2021-06-12	42.93
2072	2021-06-12	42.93
2310	2021-06-12	42.52
2310	2021-06-12	42.52
2091	2021-06-12	54.43
2091	2021-06-12	54.43
2262	2021-06-12	56.35
2262	2021-06-12	56.35
364	2021-06-12	65.25
364	2021-06-12	65.25
2265	2021-06-12	42.72
2265	2021-06-12	42.72
2097	2021-06-12	64.08
2097	2021-06-12	64.08
2204	2021-06-12	30.28
2204	2021-06-12	30.28
2248	2021-06-12	41.23
2248	2021-06-12	41.23
2258	2021-06-12	55.29
2258	2021-06-12	55.29
2198	2021-06-12	45.76
2198	2021-06-12	45.76
3544	2021-06-12	34.37
3544	2021-06-12	34.37
2251	2021-06-12	45.16
2251	2021-06-12	45.16
2298	2021-06-12	53.17
2298	2021-06-12	53.17
3382	2021-06-12	57.02
3382	2021-06-12	57.02
3578	2021-06-12	41.31
3578	2021-06-12	41.31
2247	2021-06-12	49
2247	2021-06-12	49
3542	2021-06-12	37.74
3542	2021-06-12	37.74
2199	2021-06-12	36.86
2199	2021-06-12	36.86
3546	2021-06-12	55.46
3546	2021-06-12	55.46
357	2021-06-12	42.99
357	2021-06-12	42.99
2312	2021-06-12	47.42
2312	2021-06-12	47.42
2239	2021-06-12	0.09
2239	2021-06-12	0.09
2242	2021-06-12	46
2242	2021-06-12	46
3568	2021-06-12	47.76
3568	2021-06-12	47.76
334	2021-06-12	31.26
334	2021-06-12	31.26
2314	2021-06-12	53.57
2314	2021-06-12	53.57
2134	2021-06-12	50.09
2134	2021-06-12	50.09
1190	2021-06-12	49.11
1190	2021-06-12	49.11
2111	2021-06-12	43.91
2111	2021-06-12	43.91
2094	2021-06-12	54.96
2094	2021-06-12	54.96
2215	2021-06-12	36.56
2215	2021-06-12	36.56
2232	2021-06-12	34.92
2232	2021-06-12	34.92
159	2021-06-12	45.36
159	2021-06-12	45.36
2029	2021-06-12	33.8
2029	2021-06-12	33.8
9917	2021-06-12	55.58
9917	2021-06-12	55.58
2269	2021-06-12	39.96
2269	2021-06-12	39.96
2305	2021-06-12	56.27
2305	2021-06-12	56.27
2245	2021-06-12	37.89
2245	2021-06-12	37.89
2153	2021-06-12	28.39
2153	2021-06-12	28.39
2216	2021-06-12	58.2
2216	2021-06-12	58.2
266	2021-06-12	45.74
266	2021-06-12	45.74
2267	2021-06-12	37.87
2267	2021-06-12	37.87
3577	2021-06-12	42.74
3577	2021-06-12	42.74
2131	2021-06-12	49.64
2131	2021-06-12	49.64
2190	2021-06-12	28.48
2190	2021-06-12	28.48
2311	2021-06-12	56.31
2311	2021-06-12	56.31
2038	2021-06-12	44.86
2038	2021-06-12	44.86
3419	2021-06-12	50.29
3419	2021-06-12	50.29
2212	2021-06-12	37.11
2212	2021-06-12	37.11
2051	2021-06-12	54.07
2051	2021-06-12	54.07
2387	2021-06-12	35.61
2387	2021-06-12	35.61
2289	2021-06-12	53.89
2289	2021-06-12	53.89
2073	2021-06-12	32.01
2073	2021-06-12	32.01
1166	2021-06-12	40.74
1166	2021-06-12	40.74
2081	2021-06-12	55.37
2081	2021-06-12	55.37
2261	2021-06-12	37.02
2261	2021-06-12	37.02
2075	2021-06-12	58.36
2075	2021-06-12	58.36
2157	2021-06-12	36.84
2157	2021-06-12	36.84
2084	2021-06-12	41
2084	2021-06-12	41
2170	2021-06-12	29.71
2170	2021-06-12	29.71
2044	2021-06-12	47.91
2044	2021-06-12	47.91
3396	2021-06-12	43.99
3396	2021-06-12	43.99
2011	2021-06-12	43
2011	2021-06-12	43
2254	2021-06-12	44.15
2254	2021-06-12	44.15
2299	2021-06-12	42.4
2299	2021-06-12	42.4
2217	2021-06-12	35.69
2217	2021-06-12	35.69
2145	2021-06-12	59.1
2145	2021-06-12	59.1
2287	2021-06-12	38.89
2287	2021-06-12	38.89
2234	2021-06-12	42.7
2234	2021-06-12	42.7
2177	2021-06-12	46.14
2177	2021-06-12	46.14
2201	2021-06-12	52.21
2201	2021-06-12	52.21
2253	2021-06-12	60.32
2253	2021-06-12	60.32
2279	2021-06-12	56.44
2279	2021-06-12	56.44
234	2021-06-12	44.5
234	2021-06-12	44.5
2306	2021-06-12	39.27
2306	2021-06-12	39.27
2005	2021-06-12	35.21
2005	2021-06-12	35.21
2074	2021-06-12	48.93
2074	2021-06-12	48.93
3394	2021-06-12	52.74
3394	2021-06-12	52.74
2292	2021-06-12	56.39
2292	2021-06-12	56.39
3384	2021-06-12	39.62
3384	2021-06-12	39.62
2219	2021-06-12	35.76
2219	2021-06-12	35.76
2249	2021-06-12	43.05
2249	2021-06-12	43.05
2185	2021-06-12	47.49
2185	2021-06-12	47.49
2398	2021-06-12	39.35
2398	2021-06-12	39.35
2045	2021-06-12	54.4
2045	2021-06-12	54.4
313	2021-06-12	45.3
313	2021-06-12	45.3
2332	2021-06-12	0.51
2332	2021-06-12	0.51
2315	2021-06-12	55.27
2315	2021-06-12	55.27
2114	2021-06-12	46.56
2114	2021-06-12	46.56
2043	2021-06-12	45.1
2043	2021-06-12	45.1
3392	2021-06-12	47.31
3392	2021-06-12	47.31
2240	2021-06-12	38.2
2240	2021-06-12	38.2
2462	2021-06-12	20.29
2462	2021-06-12	20.29
2264	2021-06-12	24.52
2264	2021-06-12	24.52
2171	2021-06-12	16.99
2259	2021-06-12	0.14
2316	2021-06-13	39.49
2316	2021-06-13	39.49
2150	2021-06-13	50.61
2150	2021-06-13	50.61
360	2021-06-13	33.37
360	2021-06-13	33.37
	2021-06-13	213.65
	2021-06-13	213.65
	2021-06-13	213.65
	2021-06-13	213.65
	2021-06-13	213.65
	2021-06-13	213.65
	2021-06-13	213.65
	2021-06-13	213.65
	2021-06-13	213.65
	2021-06-13	213.65
	2021-06-13	213.65
	2021-06-13	213.65
	2021-06-13	213.65
	2021-06-13	213.65
	2021-06-13	213.65
	2021-06-13	213.65
	2021-06-13	213.65
	2021-06-13	213.65
	2021-06-13	213.65
2332	2021-06-13	27.98
2332	2021-06-13	27.98
2132	2021-06-13	45.37
2132	2021-06-13	45.37
2238	2021-06-13	53.1
2238	2021-06-13	53.1
2325	2021-06-13	40.31
2325	2021-06-13	40.31
2259	2021-06-13	11.58
2259	2021-06-13	11.58
2156	2021-06-13	35.63
2156	2021-06-13	35.63
2239	2021-06-13	0
2231	2021-06-13	16.11
2231	2021-06-13	16.11
2308	2021-06-13	41.47
2308	2021-06-13	41.47
990	2021-06-13	25.62
990	2021-06-13	25.62
2542	2021-06-13	42.07
2542	2021-06-13	42.07
2190	2021-06-13	16.14
2190	2021-06-13	16.14
2019	2021-06-13	52.25
2019	2021-06-13	52.25
9927	2021-06-13	39.69
9927	2021-06-13	39.69
2301	2021-06-13	54.3
2301	2021-06-13	54.3
1172	2021-06-13	41.31
1172	2021-06-13	41.31
2121	2021-06-13	47.59
2121	2021-06-13	47.59
2088	2021-06-13	34.34
2088	2021-06-13	34.34
258	2021-06-13	37.74
258	2021-06-13	37.74
2186	2021-06-13	22.72
2186	2021-06-13	22.72
2178	2021-06-13	30.97
2178	2021-06-13	30.97
2189	2021-06-13	30.67
2189	2021-06-13	30.67
203	2021-06-13	27.9
203	2021-06-13	27.9
2168	2021-06-13	27.16
2168	2021-06-13	27.16
2171	2021-06-13	34.66
2171	2021-06-13	34.66
2064	2021-06-13	24.82
2064	2021-06-13	24.82
1152	2021-06-13	29.82
1152	2021-06-13	29.82
311	2021-06-13	27.35
311	2021-06-13	27.35
2031	2021-06-13	26.65
2031	2021-06-13	26.65
2024	2021-06-13	29.91
2024	2021-06-13	29.91
347	2021-06-13	32.7
347	2021-06-13	32.7
2291	2021-06-13	24.33
2291	2021-06-13	24.33
1159	2021-06-13	33.8
1159	2021-06-13	33.8
2070	2021-06-13	32.83
2070	2021-06-13	32.83
968	2021-06-13	23.86
968	2021-06-13	23.86
2331	2021-06-13	28.41
2331	2021-06-13	28.41
1165	2021-06-13	30.5
1165	2021-06-13	30.5
2378	2021-06-13	26.71
2378	2021-06-13	26.71
2260	2021-06-13	27.32
2260	2021-06-13	27.32
2154	2021-06-13	37.67
2154	2021-06-13	37.67
2277	2021-06-13	31.36
2277	2021-06-13	31.36
256	2021-06-13	25.89
256	2021-06-13	25.89
2349	2021-06-13	42.32
2349	2021-06-13	42.32
342	2021-06-13	29.91
342	2021-06-13	29.91
55	2021-06-13	40.63
55	2021-06-13	40.63
2159	2021-06-13	27.24
2159	2021-06-13	27.24
223	2021-06-13	33.12
223	2021-06-13	33.12
2000	2021-06-13	35.87
2000	2021-06-13	35.87
2090	2021-06-13	26.89
2090	2021-06-13	26.89
1168	2021-06-13	27.78
1168	2021-06-13	27.78
115	2021-06-13	36.95
115	2021-06-13	36.95
326	2021-06-13	26.07
326	2021-06-13	26.07
2144	2021-06-13	27.45
2144	2021-06-13	27.45
3552	2021-06-13	25.66
3552	2021-06-13	25.66
2276	2021-06-13	36.21
2276	2021-06-13	36.21
2139	2021-06-13	26.3
2139	2021-06-13	26.3
2208	2021-06-13	27.15
2208	2021-06-13	27.15
2037	2021-06-13	31.45
2037	2021-06-13	31.45
318	2021-06-13	19.61
318	2021-06-13	19.61
3551	2021-06-13	38.92
3551	2021-06-13	38.92
215	2021-06-13	34.13
215	2021-06-13	34.13
3404	2021-06-13	25.04
3404	2021-06-13	25.04
2474	2021-06-13	31.16
2474	2021-06-13	31.16
2338	2021-06-13	38.78
2338	2021-06-13	38.78
2322	2021-06-13	39.24
2322	2021-06-13	39.24
2123	2021-06-13	23.8
2123	2021-06-13	23.8
2151	2021-06-13	30.69
2151	2021-06-13	30.69
2056	2021-06-13	28.63
2056	2021-06-13	28.63
184	2021-06-13	23.17
184	2021-06-13	23.17
306	2021-06-13	32.64
306	2021-06-13	32.64
2120	2021-06-13	29.05
2120	2021-06-13	29.05
3573	2021-06-13	27.08
3573	2021-06-13	27.08
2321	2021-06-13	34.25
2321	2021-06-13	34.25
1186	2021-06-13	33.92
1186	2021-06-13	33.92
2394	2021-06-13	29.3
2394	2021-06-13	29.3
242	2021-06-13	35.57
242	2021-06-13	35.57
2046	2021-06-13	34.88
2046	2021-06-13	34.88
84	2021-06-13	38.22
84	2021-06-13	38.22
331	2021-06-13	32.37
331	2021-06-13	32.37
2197	2021-06-13	31.31
2197	2021-06-13	31.31
1191	2021-06-13	29.27
1191	2021-06-13	29.27
2007	2021-06-13	39.46
2007	2021-06-13	39.46
2472	2021-06-13	35.05
2472	2021-06-13	35.05
2023	2021-06-13	37.86
2023	2021-06-13	37.86
1200	2021-06-13	36.11
1200	2021-06-13	36.11
9938	2021-06-13	26.46
9938	2021-06-13	26.46
2449	2021-06-13	37.01
2449	2021-06-13	37.01
9945	2021-06-13	17.37
9945	2021-06-13	17.37
2366	2021-06-13	25.77
2366	2021-06-13	25.77
1156	2021-06-13	17.18
1156	2021-06-13	17.18
2530	2021-06-13	36.14
2530	2021-06-13	36.14
2327	2021-06-13	38.63
2327	2021-06-13	38.63
2402	2021-06-13	33.79
2402	2021-06-13	33.79
2491	2021-06-13	34.66
2491	2021-06-13	34.66
2478	2021-06-13	36.01
2478	2021-06-13	36.01
2083	2021-06-13	53.84
2083	2021-06-13	53.84
2383	2021-06-13	39.83
2383	2021-06-13	39.83
2486	2021-06-13	38.83
2486	2021-06-13	38.83
2222	2021-06-13	42.51
2222	2021-06-13	42.51
2416	2021-06-13	27.04
2416	2021-06-13	27.04
2353	2021-06-13	25.18
2353	2021-06-13	25.18
2460	2021-06-13	38.61
2460	2021-06-13	38.61
2237	2021-06-13	36.15
2237	2021-06-13	36.15
2517	2021-06-13	36.29
2517	2021-06-13	36.29
2454	2021-06-13	45.62
2454	2021-06-13	45.62
2300	2021-06-13	52.61
2300	2021-06-13	52.61
2446	2021-06-13	33.1
2446	2021-06-13	33.1
2413	2021-06-13	35.25
2413	2021-06-13	35.25
2463	2021-06-13	16.07
2463	2021-06-13	16.07
2521	2021-06-13	23.6
2521	2021-06-13	23.6
2434	2021-06-13	29.25
2434	2021-06-13	29.25
2410	2021-06-13	39.29
2410	2021-06-13	39.29
2487	2021-06-13	41.13
2487	2021-06-13	41.13
2442	2021-06-13	31.63
2442	2021-06-13	31.63
2506	2021-06-13	39.39
2506	2021-06-13	39.39
2404	2021-06-13	43.7
2404	2021-06-13	43.7
2143	2021-06-13	28.34
2143	2021-06-13	28.34
2401	2021-06-13	34.3
2401	2021-06-13	34.3
2431	2021-06-13	37.27
2431	2021-06-13	37.27
2146	2021-06-13	43.2
2146	2021-06-13	43.2
2495	2021-06-13	35.37
2495	2021-06-13	35.37
2523	2021-06-13	29.95
2523	2021-06-13	29.95
2424	2021-06-13	15.84
2424	2021-06-13	15.84
2535	2021-06-13	31.23
2535	2021-06-13	31.23
2405	2021-06-13	37.89
2405	2021-06-13	37.89
2380	2021-06-13	31.59
2380	2021-06-13	31.59
2481	2021-06-13	32.73
2481	2021-06-13	32.73
2469	2021-06-13	42.36
2469	2021-06-13	42.36
2211	2021-06-13	37.83
2211	2021-06-13	37.83
2346	2021-06-13	33.84
2346	2021-06-13	33.84
2399	2021-06-13	38.04
2399	2021-06-13	38.04
2433	2021-06-13	33.87
2433	2021-06-13	33.87
2513	2021-06-13	40.79
2513	2021-06-13	40.79
2462	2021-06-13	41.29
2462	2021-06-13	41.29
2534	2021-06-13	31.87
2534	2021-06-13	31.87
2451	2021-06-13	47.72
2451	2021-06-13	47.72
2448	2021-06-13	37.16
2448	2021-06-13	37.16
2490	2021-06-13	40.54
2490	2021-06-13	40.54
2412	2021-06-13	36.2
2412	2021-06-13	36.2
2381	2021-06-13	39.03
2381	2021-06-13	39.03
2386	2021-06-13	39.4
2386	2021-06-13	39.4
2352	2021-06-13	36.21
2352	2021-06-13	36.21
2528	2021-06-13	28.08
2528	2021-06-13	28.08
2400	2021-06-13	38.15
2400	2021-06-13	38.15
2328	2021-06-13	61.39
2328	2021-06-13	61.39
2435	2021-06-13	39.9
2435	2021-06-13	39.9
2436	2021-06-13	33.2
2436	2021-06-13	33.2
2414	2021-06-13	40.72
2414	2021-06-13	40.72
2519	2021-06-13	33.4
2519	2021-06-13	33.4
2496	2021-06-13	35.76
2496	2021-06-13	35.76
2411	2021-06-13	29.8
2411	2021-06-13	29.8
2488	2021-06-13	43.96
2488	2021-06-13	43.96
2498	2021-06-13	39.94
2498	2021-06-13	39.94
2350	2021-06-13	33.61
2350	2021-06-13	33.61
2510	2021-06-13	40.45
2510	2021-06-13	40.45
2527	2021-06-13	31.65
2527	2021-06-13	31.65
2439	2021-06-13	32.29
2439	2021-06-13	32.29
2421	2021-06-13	31.51
2421	2021-06-13	31.51
