ID	MATR	DNASC	DPAR	LATT	Evento	GLAT	Data	Nota
2260	IT018990212639  	2018-01-21	2020-01-06	1	OK         	46	2020-02-21	-               
2260	IT018990212639  	2018-01-21	2020-01-06	1	GRAV       	78	2020-03-24	TECHNO          
2260	IT018990212639  	2018-01-21	2020-01-06	1	PAREGG     	112	2020-04-27	OK              
2260	IT018990212639  	2018-01-21	2020-01-06	1	PAREGG     	275	2020-10-07	OK              
2260	IT018990212639  	2018-01-21	2020-01-06	1	ABORTO     	284	2020-10-16	PG              
2260	IT018990212639  	2018-01-21	2020-01-06	1	NOF        	292	2020-10-24	AB.             
2260	IT018990212639  	2018-01-21	2020-01-06	1	SPOST      	336	2020-12-07	D003A001        
2260	IT018990212639  	2018-01-21	2020-01-06	1	VEND       	574	2021-08-02	2021
2261	IT018990212640  	2018-01-22	2019-11-27	1	PARTO      	0	2019-11-27	                
2261	IT018990212640  	2018-01-22	2019-11-27	1	PAREGG     	16	2019-12-13	OK              
2261	IT018990212640  	2018-01-22	2019-11-27	1	OK         	23	2019-12-20	-               
2261	IT018990212640  	2018-01-22	2019-11-27	1	SPOST      	24	2019-12-21	D004A003        
2261	IT018990212640  	2018-01-22	2019-11-27	1	OK         	51	2020-01-17	-               
2261	IT018990212640  	2018-01-22	2019-11-27	1	GRAV       	83	2020-02-18	EXPAT           
2261	IT018990212640  	2018-01-22	2019-11-27	1	PAREGG     	96	2020-03-02	OK              
2261	IT018990212640  	2018-01-22	2019-11-27	1	PAREGG     	280	2020-09-02	OK              
2261	IT018990212640  	2018-01-22	2019-11-27	1	SPOST      	289	2020-09-11	D003A001        
2261	IT018990212640  	2018-01-22	2019-11-27	1	ASC        	303	2020-09-25	NO-ANTIB        
2261	IT018990212640  	2018-01-22	2020-11-19	2	PARTO      	0	2020-11-19	                
2261	IT018990212640  	2018-01-22	2020-11-19	2	SPOST      	16	2020-12-05	D004A002        
2261	IT018990212640  	2018-01-22	2020-11-19	2	OK         	22	2020-12-11	-               
2261	IT018990212640  	2018-01-22	2020-11-19	2	GRAV       	82	2021-02-09	HOTHAND         
2261	IT018990212640  	2018-01-22	2020-11-19	2	SPOST      	267	2021-08-13	D002A001        
2261	IT018990212640  	2018-01-22	2020-11-19	2	PAREGG     	286	2021-09-01	OK              
2262	IT018990212641  	2018-01-23	NA	NA	OK         	556	2019-08-02	PG              
2262	IT018990212641  	2018-01-23	NA	NA	GRAV       	560	2019-08-06	BIGFORK         
2262	IT018990212641  	2018-01-23	NA	NA	CALORE     	581	2019-08-27	FA.3 V          
2262	IT018990212641  	2018-01-23	NA	NA	OK         	675	2019-11-29	115 GG          
2262	IT018990212641  	2018-01-23	2020-05-02	1	PARTO      	0	2020-05-02	                
2262	IT018990212641  	2018-01-23	2020-05-02	1	SPOST      	17	2020-05-19	D004A003        
2262	IT018990212641  	2018-01-23	2020-05-02	1	PAREGG     	25	2020-05-27	OK              
2262	IT018990212641  	2018-01-23	2020-05-02	1	OK         	27	2020-05-29	-               
2262	IT018990212641  	2018-01-23	2020-05-02	1	GRAV       	80	2020-07-21	MAUI            
2262	IT018990212641  	2018-01-23	2020-05-02	1	MAST       	125	2020-09-04	MASTIPSP        
2262	IT018990212641  	2018-01-23	2020-05-02	1	RICNT      	174	2020-10-23	-               
2262	IT018990212641  	2018-01-23	2020-05-02	1	PAREGG     	186	2020-11-04	OK              
2262	IT018990212641  	2018-01-23	2020-05-02	1	SPOST      	276	2021-02-02	D003A001        
2262	IT018990212641  	2018-01-23	2020-05-02	1	PAREGG     	277	2021-02-03	OK              
2262	IT018990212641  	2018-01-23	2020-05-02	1	ASC        	294	2021-02-20	                
2262	IT018990212641  	2018-01-23	2021-04-29	2	PARTO      	0	2021-04-29	                
2262	IT018990212641  	2018-01-23	2021-04-29	2	SPOST      	20	2021-05-19	D004A002        
2262	IT018990212641  	2018-01-23	2021-04-29	2	OK         	22	2021-05-21	-               
2262	IT018990212641  	2018-01-23	2021-04-29	2	VUOTA      	82	2021-07-20	FLADON          
2262	IT018990212641  	2018-01-23	2021-04-29	2	FEC        	117	2021-08-24	SKOKIE          
2263	IT018990213353  	2018-01-25	2020-02-08	1	PARTO      	0	2020-02-08	                
2263	IT018990213353  	2018-01-25	2020-02-08	1	SPOST      	13	2020-02-21	D004A003        
2263	IT018990213353  	2018-01-25	2020-02-08	1	PAREGG     	23	2020-03-02	OK              
2263	IT018990213353  	2018-01-25	2020-02-08	1	OK         	27	2020-03-06	-               
2263	IT018990213353  	2018-01-25	2020-02-08	1	OK         	48	2020-03-27	-               
2263	IT018990213353  	2018-01-25	2020-02-08	1	GRAV       	80	2020-04-28	STARJACK        
2263	IT018990213353  	2018-01-25	2020-02-08	1	SPOST      	290	2020-11-24	D003A001        
2263	IT018990213353  	2018-01-25	2020-02-08	1	ASC        	294	2020-11-28	NO-ANTIB        
2263	IT018990213353  	2018-01-25	2021-02-06	2	PARTO      	0	2021-02-06	                
2263	IT018990213353  	2018-01-25	2021-02-06	2	SPOST      	21	2021-02-27	D004A002        
2263	IT018990213353  	2018-01-25	2021-02-06	2	PAREGG     	25	2021-03-03	OK              
2263	IT018990213353  	2018-01-25	2021-02-06	2	RICNT      	41	2021-03-19	3PG             
2263	IT018990213353  	2018-01-25	2021-02-06	2	RICNT      	48	2021-03-26	PG              
2263	IT018990213353  	2018-01-25	2021-02-06	2	OK         	55	2021-04-02	-               
2263	IT018990213353  	2018-01-25	2021-02-06	2	GRAV       	87	2021-05-04	JOCKEY          
2264	IT018990213352  	2018-01-25	2019-12-30	1	RITPLAC    	0	2019-12-30	EX+ERGO         
2264	IT018990213352  	2018-01-25	2019-12-30	1	PARTO      	0	2019-12-30	                
2264	IT018990213352  	2018-01-25	2019-12-30	1	PAREGG     	12	2020-01-11	OK              
2264	IT018990213352  	2018-01-25	2019-12-30	1	SPOST      	14	2020-01-13	D004A003        
2264	IT018990213352  	2018-01-25	2019-12-30	1	RICNT      	25	2020-01-24	PG              
2264	IT018990213352  	2018-01-25	2019-12-30	1	OK         	32	2020-01-31	-               
2264	IT018990213352  	2018-01-25	2019-12-30	1	OK         	46	2020-02-14	-               
2264	IT018990213352  	2018-01-25	2019-12-30	1	VUOTA      	78	2020-03-17	EXPAT           
2264	IT018990213352  	2018-01-25	2019-12-30	1	VUOTA      	108	2020-04-16	ACTOR           
2264	IT018990213352  	2018-01-25	2019-12-30	1	PAREGG     	119	2020-04-27	OK              
2264	IT018990213352  	2018-01-25	2019-12-30	1	VUOTA      	155	2020-06-02	BBBELGA         
2264	IT018990213352  	2018-01-25	2019-12-30	1	CALORE     	159	2020-06-06	?+++NF          
2264	IT018990213352  	2018-01-25	2019-12-30	1	GRAV       	190	2020-07-07	IMPLURAN        
2264	IT018990213352  	2018-01-25	2019-12-30	1	SPOST      	304	2020-10-29	D003A001        
2264	IT018990213352  	2018-01-25	2019-12-30	1	PAREGG     	367	2020-12-31	OK              
2264	IT018990213352  	2018-01-25	2019-12-30	1	ASC        	387	2021-01-20	                
2264	IT018990213352  	2018-01-25	2021-04-11	2	PARTO      	0	2021-04-11	                
2264	IT018990213352  	2018-01-25	2021-04-11	2	SPOST      	17	2021-04-28	D004A002        
2264	IT018990213352  	2018-01-25	2021-04-11	2	RICNT      	26	2021-05-07	PG              
2264	IT018990213352  	2018-01-25	2021-04-11	2	RICNT      	33	2021-05-14	PG              
2264	IT018990213352  	2018-01-25	2021-04-11	2	OK         	47	2021-05-28	-               
2264	IT018990213352  	2018-01-25	2021-04-11	2	VUOTA      	79	2021-06-29	AGOTADO         
2264	IT018990213352  	2018-01-25	2021-04-11	2	PAPOD      	87	2021-07-07	LB.             
2264	IT018990213352  	2018-01-25	2021-04-11	2	VUOTA      	121	2021-08-10	AGOTADO         
2264	IT018990213352  	2018-01-25	2021-04-11	2	FEC        	141	2021-08-30	BBBELGA         
2265	IT018990213354  	2018-01-29	2019-12-21	1	PARTO      	0	2019-12-21	                
2265	IT018990213354  	2018-01-29	2019-12-21	1	SPOST      	15	2020-01-05	D004A003        
2265	IT018990213354  	2018-01-29	2019-12-21	1	PAREGG     	21	2020-01-11	OK              
2265	IT018990213354  	2018-01-29	2019-12-21	1	OK         	27	2020-01-17	PG              
2265	IT018990213354  	2018-01-29	2019-12-21	1	OK         	41	2020-01-31	-               
2265	IT018990213354  	2018-01-29	2019-12-21	1	GRAV       	80	2020-03-10	EXPAT           
2265	IT018990213354  	2018-01-29	2019-12-21	1	PAREGG     	186	2020-06-24	OK              
2265	IT018990213354  	2018-01-29	2019-12-21	1	PAPOD      	256	2020-09-02	-               
2265	IT018990213354  	2018-01-29	2019-12-21	1	ASC        	301	2020-10-17	                
2265	IT018990213354  	2018-01-29	2020-12-13	2	PARTO      	0	2020-12-13	                
2265	IT018990213354  	2018-01-29	2020-12-13	2	SPOST      	20	2021-01-02	D004A002        
2265	IT018990213354  	2018-01-29	2020-12-13	2	OK         	26	2021-01-08	-               
2265	IT018990213354  	2018-01-29	2020-12-13	2	GRAV       	79	2021-03-02	GILMORE         
2265	IT018990213354  	2018-01-29	2020-12-13	2	PAREGG     	262	2021-09-01	OK              
2265	IT018990213354  	2018-01-29	2020-12-13	2	SPOST      	281	2021-09-20	D002A001        
2267	IT018990213356  	2018-01-29	2020-01-11	1	PARTO      	0	2020-01-11	                
2267	IT018990213356  	2018-01-29	2020-01-11	1	SPOST      	21	2020-02-01	D004A003        
2267	IT018990213356  	2018-01-29	2020-01-11	1	PAREGG     	25	2020-02-05	OK              
2267	IT018990213356  	2018-01-29	2020-01-11	1	OK         	27	2020-02-07	-               
2267	IT018990213356  	2018-01-29	2020-01-11	1	GRAV       	80	2020-03-31	MARADONA        
2267	IT018990213356  	2018-01-29	2020-01-11	1	PAREGG     	107	2020-04-27	OK              
2267	IT018990213356  	2018-01-29	2020-01-11	1	PAREGG     	235	2020-09-02	OK              
2267	IT018990213356  	2018-01-29	2020-01-11	1	SPOST      	301	2020-11-07	D003A001        
2267	IT018990213356  	2018-01-29	2020-01-11	1	ASC        	308	2020-11-14	NO-ANTIB        
2267	IT018990213356  	2018-01-29	2021-01-09	2	PARTO      	0	2021-01-09	                
2267	IT018990213356  	2018-01-29	2021-01-09	2	MAST       	4	2021-01-13	AS+PS+PD        
2267	IT018990213356  	2018-01-29	2021-01-09	2	SPOST      	20	2021-01-29	D004A002        
2267	IT018990213356  	2018-01-29	2021-01-09	2	PAREGG     	25	2021-02-03	OK              
2267	IT018990213356  	2018-01-29	2021-01-09	2	OK         	27	2021-02-05	-               
2267	IT018990213356  	2018-01-29	2021-01-09	2	GRAV       	80	2021-03-30	MORRIS          
2267	IT018990213356  	2018-01-29	2021-01-09	2	PAREGG     	207	2021-08-04	OK              
2268	IT018990213357  	2018-01-29	2020-05-04	1	PARTO      	0	2020-05-04	                
2268	IT018990213357  	2018-01-29	2020-05-04	1	METR       	7	2020-05-11	OSSI-500        
2268	IT018990213357  	2018-01-29	2020-05-04	1	SPOST      	15	2020-05-19	D004A003        
2268	IT018990213357  	2018-01-29	2020-05-04	1	PAREGG     	23	2020-05-27	OK              
2268	IT018990213357  	2018-01-29	2020-05-04	1	OK         	25	2020-05-29	-               
2268	IT018990213357  	2018-01-29	2020-05-04	1	NOF        	32	2020-06-05	PICCOLA         
2268	IT018990213357  	2018-01-29	2020-05-04	1	SPOST      	35	2020-06-08	D003A001        
2268	IT018990213357  	2018-01-29	2020-05-04	1	PAPOD      	275	2021-02-03	PS              
2268	IT018990213357  	2018-01-29	2020-05-04	1	VEND       	295	2021-02-23	2021
2269	IT018990213360  	2018-02-01	2019-12-25	1	PARTO      	0	2019-12-25	                
2269	IT018990213360  	2018-02-01	2019-12-25	1	SPOST      	11	2020-01-05	D004A003        
2269	IT018990213360  	2018-02-01	2019-12-25	1	PAREGG     	17	2020-01-11	OK              
2269	IT018990213360  	2018-02-01	2019-12-25	1	OK         	23	2020-01-17	-               
2269	IT018990213360  	2018-02-01	2019-12-25	1	GRAV       	83	2020-03-17	EXPAT           
2269	IT018990213360  	2018-02-01	2019-12-25	1	PAREGG     	287	2020-10-07	OK              
2269	IT018990213360  	2018-02-01	2019-12-25	1	ASC        	303	2020-10-23	                
2269	IT018990213360  	2018-02-01	2020-12-17	2	PARTO      	0	2020-12-17	                
2269	IT018990213360  	2018-02-01	2020-12-17	2	SPOST      	16	2021-01-02	D004A002        
2269	IT018990213360  	2018-02-01	2020-12-17	2	OK         	29	2021-01-15	-               
2269	IT018990213360  	2018-02-01	2020-12-17	2	GRAV       	82	2021-03-09	HOTHAND         
2269	IT018990213360  	2018-02-01	2020-12-17	2	CALORE     	111	2021-04-07	#NOME?
2270	IT018990213361  	2018-02-01	NA	NA	ABORTO     	577	2019-09-01	138 GG          
2270	IT018990213361  	2018-02-01	NA	NA	VEND       	669	2019-12-02	19
2272	IT018990213363  	2018-02-02	NA	NA	ABORTO     	594	2019-09-19	179 GG          
2272	IT018990213363  	2018-02-02	NA	NA	VEND       	609	2019-10-04	19
2273	IT018990213364  	2018-02-04	2019-11-05	1	PARTO      	0	2019-11-05	                
2273	IT018990213364  	2018-02-04	2019-11-05	1	SPOST      	18	2019-11-23	D004A003        
2273	IT018990213364  	2018-02-04	2019-11-05	1	OK         	24	2019-11-29	-               
2273	IT018990213364  	2018-02-04	2019-11-05	1	OK         	45	2019-12-20	-               
2273	IT018990213364  	2018-02-04	2019-11-05	1	GRAV       	77	2020-01-21	PACKARD         
2273	IT018990213364  	2018-02-04	2019-11-05	1	PAREGG     	92	2020-02-05	OK              
2273	IT018990213364  	2018-02-04	2019-11-05	1	SPOST      	280	2020-08-11	D003A001        
2273	IT018990213364  	2018-02-04	2019-11-05	1	ASC        	282	2020-08-13	                
2273	IT018990213364  	2018-02-04	2019-11-05	1	VEND       	344	2020-10-14	2020
2274	IT018990213365  	2018-02-04	NA	NA	VEND       	607	2019-10-04	19
2275	IT018990213366  	2018-02-05	2020-02-09	1	PARTO      	0	2020-02-09	                
2275	IT018990213366  	2018-02-05	2020-02-09	1	SPOST      	12	2020-02-21	D004A003        
2275	IT018990213366  	2018-02-05	2020-02-09	1	PAREGG     	22	2020-03-02	OK              
2275	IT018990213366  	2018-02-05	2020-02-09	1	OK         	26	2020-03-06	-               
2275	IT018990213366  	2018-02-05	2020-02-09	1	OK         	47	2020-03-27	-               
2275	IT018990213366  	2018-02-05	2020-02-09	1	GRAV       	79	2020-04-28	STARJACK        
2275	IT018990213366  	2018-02-05	2020-02-09	1	PAREGG     	206	2020-09-02	OK              
2275	IT018990213366  	2018-02-05	2020-02-09	1	SPOST      	289	2020-11-24	D003A001        
2275	IT018990213366  	2018-02-05	2020-02-09	1	ASC        	300	2020-12-05	                
2275	IT018990213366  	2018-02-05	2021-01-30	2	PARTO      	0	2021-01-30	                
2275	IT018990213366  	2018-02-05	2021-01-30	2	SPOST      	17	2021-02-16	D004A002        
2275	IT018990213366  	2018-02-05	2021-01-30	2	OK         	27	2021-02-26	-               
2275	IT018990213366  	2018-02-05	2021-01-30	2	VUOTA      	80	2021-04-20	FLADON          
2275	IT018990213366  	2018-02-05	2021-01-30	2	VUOTA      	115	2021-05-25	JOCKEY          
2275	IT018990213366  	2018-02-05	2021-01-30	2	RICNT      	153	2021-07-02	2.5
2275	IT018990213366  	2018-02-05	2021-01-30	2	OK         	160	2021-07-09	PG              
2275	IT018990213366  	2018-02-05	2021-01-30	2	GRAV       	164	2021-07-13	BBBELGA         
2275	IT018990213366  	2018-02-05	2021-01-30	2	PAREGG     	186	2021-08-04	OK              
2276	IT018990213367  	2018-02-06	2019-12-30	1	PARTO      	0	2019-12-30	                
2276	IT018990213367  	2018-02-06	2019-12-30	1	PAREGG     	12	2020-01-11	OK              
2276	IT018990213367  	2018-02-06	2019-12-30	1	SPOST      	16	2020-01-15	D004A003        
2276	IT018990213367  	2018-02-06	2019-12-30	1	OK         	25	2020-01-24	-               
2276	IT018990213367  	2018-02-06	2019-12-30	1	GRAV       	78	2020-03-17	EXPAT           
2276	IT018990213367  	2018-02-06	2019-12-30	1	PAREGG     	119	2020-04-27	OK              
2276	IT018990213367  	2018-02-06	2019-12-30	1	SPOST      	269	2020-09-24	D003A001        
2276	IT018990213367  	2018-02-06	2019-12-30	1	PAREGG     	282	2020-10-07	OK              
2276	IT018990213367  	2018-02-06	2019-12-30	1	ASC        	298	2020-10-23	NO-ANTIB        
2276	IT018990213367  	2018-02-06	2020-12-22	2	PARTO      	0	2020-12-22	                
2276	IT018990213367  	2018-02-06	2020-12-22	2	OK         	24	2021-01-15	-               
2276	IT018990213367  	2018-02-06	2020-12-22	2	SPOST      	49	2021-02-09	D004A001        
2276	IT018990213367  	2018-02-06	2020-12-22	2	NOF        	60	2021-02-20	G.POST.D        
2277	IT018990213368  	2018-02-06	2020-04-14	1	PARTO      	0	2020-04-14	                
2277	IT018990213368  	2018-02-06	2020-04-14	1	PAREGG     	13	2020-04-27	OK              
2277	IT018990213368  	2018-02-06	2020-04-14	1	OK         	24	2020-05-08	-               
2277	IT018990213368  	2018-02-06	2020-04-14	1	SPOST      	25	2020-05-09	D004A003        
2277	IT018990213368  	2018-02-06	2020-04-14	1	VUOTA      	77	2020-06-30	MAUI            
2277	IT018990213368  	2018-02-06	2020-04-14	1	VUOTA      	98	2020-07-21	MAUI            
2277	IT018990213368  	2018-02-06	2020-04-14	1	CALORE     	120	2020-08-12	#NOME?
2277	IT018990213368  	2018-02-06	2020-04-14	1	OK         	129	2020-08-21	PG              
2277	IT018990213368  	2018-02-06	2020-04-14	1	VUOTA      	133	2020-08-25	PLEDGE          
2277	IT018990213368  	2018-02-06	2020-04-14	1	CALORE     	168	2020-09-29	SP.LAV.         
2277	IT018990213368  	2018-02-06	2020-04-14	1	CALORE     	190	2020-10-21	TR.URINA        
2277	IT018990213368  	2018-02-06	2020-04-14	1	PAREGG     	204	2020-11-04	OK              
2277	IT018990213368  	2018-02-06	2020-04-14	1	SPOST      	251	2020-12-21	D003A001        
2277	IT018990213368  	2018-02-06	2020-04-14	1	NOF        	307	2021-02-15	                
2278	IT018990213376  	2018-02-13	NA	NA	VUOTA      	537	2019-08-04	IMPLURAN        
2278	IT018990213376  	2018-02-13	NA	NA	CALORE     	569	2019-09-05	                
2278	IT018990213376  	2018-02-13	NA	NA	NOF        	570	2019-09-06	-               
2278	IT018990213376  	2018-02-13	NA	NA	VEND       	615	2019-10-21	19
2279	IT018990213377  	2018-02-10	2020-01-14	1	PARTO      	0	2020-01-14	                
2279	IT018990213377  	2018-02-10	2020-01-14	1	SPOST      	18	2020-02-01	D004A003        
2279	IT018990213377  	2018-02-10	2020-01-14	1	PAREGG     	22	2020-02-05	OK              
2279	IT018990213377  	2018-02-10	2020-01-14	1	OK         	24	2020-02-07	-               
2279	IT018990213377  	2018-02-10	2020-01-14	1	OK         	45	2020-02-28	-               
2279	IT018990213377  	2018-02-10	2020-01-14	1	VUOTA      	77	2020-03-31	MARADONA        
2279	IT018990213377  	2018-02-10	2020-01-14	1	PAREGG     	104	2020-04-27	OK              
2279	IT018990213377  	2018-02-10	2020-01-14	1	VUOTA      	120	2020-05-13	IMPLURAN        
2279	IT018990213377  	2018-02-10	2020-01-14	1	CALORE     	144	2020-06-06	?+++NF          
2279	IT018990213377  	2018-02-10	2020-01-14	1	MAST       	153	2020-06-15	DA              
2279	IT018990213377  	2018-02-10	2020-01-14	1	GRAV       	161	2020-06-23	BBBELGA         
2279	IT018990213377  	2018-02-10	2020-01-14	1	PAREGG     	323	2020-12-02	OK              
2279	IT018990213377  	2018-02-10	2020-01-14	1	SPOST      	348	2020-12-27	D003A001        
2279	IT018990213377  	2018-02-10	2020-01-14	1	ASC        	372	2021-01-20	                
2279	IT018990213377  	2018-02-10	2021-03-29	2	PARTO      	0	2021-03-29	                
2279	IT018990213377  	2018-02-10	2021-03-29	2	SPOST      	20	2021-04-18	D004A002        
2279	IT018990213377  	2018-02-10	2021-03-29	2	OK         	32	2021-04-30	-               
2279	IT018990213377  	2018-02-10	2021-03-29	2	GRAV       	78	2021-06-15	MORRIS          
2279	IT018990213377  	2018-02-10	2021-03-29	2	PAREGG     	100	2021-07-07	OK              
2280	IT018990213379  	2018-02-13	NA	NA	VEND       	615	2019-10-21	19
2282	IT018990213381  	2018-02-08	2020-02-02	1	PARTO      	0	2020-02-02	                
2282	IT018990213381  	2018-02-08	2020-02-02	1	SPOST      	12	2020-02-14	D004A003        
2282	IT018990213381  	2018-02-08	2020-02-02	1	OK         	26	2020-02-28	-               
2282	IT018990213381  	2018-02-08	2020-02-02	1	PAREGG     	29	2020-03-02	OK              
2282	IT018990213381  	2018-02-08	2020-02-02	1	OK         	47	2020-03-20	-               
2282	IT018990213381  	2018-02-08	2020-02-02	1	GRAV       	79	2020-04-21	ACTOR           
2282	IT018990213381  	2018-02-08	2020-02-02	1	PAREGG     	248	2020-10-07	OK              
2282	IT018990213381  	2018-02-08	2020-02-02	1	SPOST      	279	2020-11-07	D003A001        
2282	IT018990213381  	2018-02-08	2020-02-02	1	ASC        	292	2020-11-20	NO-ANTIB        
2282	IT018990213381  	2018-02-08	2021-01-21	2	PARTO      	0	2021-01-21	                
2282	IT018990213381  	2018-02-08	2021-01-21	2	SPOST      	16	2021-02-06	D004A002        
2282	IT018990213381  	2018-02-08	2021-01-21	2	OK         	22	2021-02-12	-               
2282	IT018990213381  	2018-02-08	2021-01-21	2	VUOTA      	82	2021-04-13	JOCKEY          
2282	IT018990213381  	2018-02-08	2021-01-21	2	GRAV       	104	2021-05-05	JOCKEY          
2282	IT018990213381  	2018-02-08	2021-01-21	2	PAREGG     	167	2021-07-07	OK              
2283	IT018990213382  	2018-02-10	NA	NA	NOF        	622	2019-10-25	-               
2283	IT018990213382  	2018-02-10	NA	NA	ABORTO     	622	2019-10-25	4 PARC          
2283	IT018990213382  	2018-02-10	NA	NA	VEND       	654	2019-11-26	19
2285	IT018990213392  	2018-02-22	NA	NA	ABORTO     	541	2019-08-17	67 GG           
2285	IT018990213392  	2018-02-22	NA	NA	GRAV       	542	2019-08-18	IMPLURAN        
2285	IT018990213392  	2018-02-22	NA	NA	ABORTO     	645	2019-11-29	PG              
2285	IT018990213392  	2018-02-22	NA	NA	VEND       	662	2019-12-16	19
2286	IT018990213393  	2018-02-23	NA	NA	VEND       	784	2020-04-17	2020
2287	IT018990213394  	2018-02-23	2020-01-30	1	PARTO      	0	2020-01-30	                
2287	IT018990213394  	2018-02-23	2020-01-30	1	PAPOD      	6	2020-02-05	PD              
2287	IT018990213394  	2018-02-23	2020-01-30	1	SPOST      	15	2020-02-14	D004A003        
2287	IT018990213394  	2018-02-23	2020-01-30	1	RICNT      	22	2020-02-21	PG              
2287	IT018990213394  	2018-02-23	2020-01-30	1	OK         	29	2020-02-28	-               
2287	IT018990213394  	2018-02-23	2020-01-30	1	OK         	50	2020-03-20	-               
2287	IT018990213394  	2018-02-23	2020-01-30	1	GRAV       	82	2020-04-21	ACTOR           
2287	IT018990213394  	2018-02-23	2020-01-30	1	PAREGG     	181	2020-07-29	OK              
2287	IT018990213394  	2018-02-23	2020-01-30	1	SPOST      	282	2020-11-07	D003A001        
2287	IT018990213394  	2018-02-23	2020-01-30	1	ASC        	295	2020-11-20	NO-ANTIB        
2287	IT018990213394  	2018-02-23	2021-01-18	2	PARTO      	0	2021-01-18	                
2287	IT018990213394  	2018-02-23	2021-01-18	2	PAREGG     	16	2021-02-03	OK              
2287	IT018990213394  	2018-02-23	2021-01-18	2	SPOST      	19	2021-02-06	D004A002        
2287	IT018990213394  	2018-02-23	2021-01-18	2	OK         	25	2021-02-12	-               
2287	IT018990213394  	2018-02-23	2021-01-18	2	VUOTA      	74	2021-04-02	MORRIS          
2287	IT018990213394  	2018-02-23	2021-01-18	2	VUOTA      	98	2021-04-26	FLADON          
2287	IT018990213394  	2018-02-23	2021-01-18	2	VUOTA      	125	2021-05-23	BBBELGA         
2287	IT018990213394  	2018-02-23	2021-01-18	2	GRAV       	162	2021-06-29	AGOTADO         
2287	IT018990213394  	2018-02-23	2021-01-18	2	PAREGG     	198	2021-08-04	OK              
2287	IT018990213394  	2018-02-23	2021-01-18	2	ABORTO     	217	2021-08-23	55 GG           
2287	IT018990213394  	2018-02-23	2021-01-18	2	FEC        	219	2021-08-25	BBBELGA         
2288	IT018990213395  	2018-02-24	2020-01-22	1	PARTO      	0	2020-01-22	                
2288	IT018990213395  	2018-02-24	2020-01-22	1	SPOST      	16	2020-02-07	D004A003        
2288	IT018990213395  	2018-02-24	2020-01-22	1	OK         	23	2020-02-14	-               
2288	IT018990213395  	2018-02-24	2020-01-22	1	PAPOD      	40	2020-03-02	PD              
2288	IT018990213395  	2018-02-24	2020-01-22	1	OK         	44	2020-03-06	-               
2288	IT018990213395  	2018-02-24	2020-01-22	1	GRAV       	83	2020-04-14	ACTOR           
2288	IT018990213395  	2018-02-24	2020-01-22	1	PAREGG     	96	2020-04-27	OK              
2288	IT018990213395  	2018-02-24	2020-01-22	1	ABORTO     	169	2020-07-09	86 GG           
2288	IT018990213395  	2018-02-24	2020-01-22	1	GRAV       	171	2020-07-11	IMPLURAN        
2288	IT018990213395  	2018-02-24	2020-01-22	1	PAREGG     	344	2020-12-31	OK              
2288	IT018990213395  	2018-02-24	2020-01-22	1	ASC        	369	2021-01-25	                
2288	IT018990213395  	2018-02-24	2021-04-15	2	PARTO      	0	2021-04-15	                
2288	IT018990213395  	2018-02-24	2021-04-15	2	OK         	22	2021-05-07	-               
2288	IT018990213395  	2018-02-24	2021-04-15	2	SPOST      	22	2021-05-07	D004A002        
2288	IT018990213395  	2018-02-24	2021-04-15	2	VUOTA      	82	2021-07-06	ALTUVE          
2288	IT018990213395  	2018-02-24	2021-04-15	2	VUOTA      	105	2021-07-29	FLADON          
2288	IT018990213395  	2018-02-24	2021-04-15	2	VUOTA      	126	2021-08-19	AGOTADO         
2288	IT018990213395  	2018-02-24	2021-04-15	2	PAREGG     	139	2021-09-01	OK              
2288	IT018990213395  	2018-02-24	2021-04-15	2	FEC        	146	2021-09-08	BBBELGA         
2289	IT018990213396  	2018-02-25	2020-02-11	1	RITPLAC    	0	2020-02-11	EX+ERGO         
2289	IT018990213396  	2018-02-25	2020-02-11	1	PARTO      	0	2020-02-11	                
2289	IT018990213396  	2018-02-25	2020-02-11	1	RITPLAC    	1	2020-02-12	EX+ERGO         
2289	IT018990213396  	2018-02-25	2020-02-11	1	SPOST      	18	2020-02-29	D004A003        
2289	IT018990213396  	2018-02-25	2020-02-11	1	PAREGG     	20	2020-03-02	OK              
2289	IT018990213396  	2018-02-25	2020-02-11	1	MAST       	36	2020-03-18	MICO-PSX        
2289	IT018990213396  	2018-02-25	2020-02-11	1	OK         	38	2020-03-20	-               
2289	IT018990213396  	2018-02-25	2020-02-11	1	OK         	45	2020-03-27	-               
2289	IT018990213396  	2018-02-25	2020-02-11	1	GRAV       	77	2020-04-28	STARJACK        
2289	IT018990213396  	2018-02-25	2020-02-11	1	PAPOD      	134	2020-06-24	AD              
2289	IT018990213396  	2018-02-25	2020-02-11	1	SPOST      	287	2020-11-24	D003A001        
2289	IT018990213396  	2018-02-25	2020-02-11	1	PAREGG     	295	2020-12-02	OK              
2289	IT018990213396  	2018-02-25	2020-02-11	1	ASC        	298	2020-12-05	                
2289	IT018990213396  	2018-02-25	2021-02-02	2	PARTO      	0	2021-02-02	                
2289	IT018990213396  	2018-02-25	2021-02-02	2	OK         	24	2021-02-26	-               
2289	IT018990213396  	2018-02-25	2021-02-02	2	SPOST      	25	2021-02-27	D004A002        
2289	IT018990213396  	2018-02-25	2021-02-02	2	CALORE     	47	2021-03-21	                
2289	IT018990213396  	2018-02-25	2021-02-02	2	VUOTA      	77	2021-04-20	FLADON          
