Data	animal	ID	lie	stand	chewing	nothing	inactive	active	highActive
2020-03-21	IT018990206825	2202	767	613	555	825	373	984	23
2020-03-21	IT018990206842	2208	720	0	0	720	720	0	0
2020-03-21	IT018990206845	2211	550	830	527	853	248	828	304
2020-03-21	IT018990206846	2212	627	753	473	907	322	675	384
2020-03-21	IT018990206847	2213	603	777	588	792	320	983	77
2020-03-21	IT018990209595	2214	681	699	561	819	310	1047	23
2020-03-21	IT018990209601	2219	340	1040	571	809	235	815	331
2020-03-21	IT018990209614	2225	661	719	607	773	321	1020	39
2020-03-21	IT018990209636	2231	699	681	603	777	244	892	244
2020-03-21	IT018990209639	2232	685	695	586	794	248	1028	104
2020-03-21	IT018990209640	2234	445	935	409	971	273	984	125
2020-03-21	IT018990212594	2237	726	654	680	700	248	877	254
2020-03-21	IT018990212602	2238	731	649	618	762	334	1016	30
2020-03-21	IT018990212603	2239	705	675	600	780	328	1008	44
2020-03-21	IT018990212604	2240	549	831	574	806	336	772	272
2020-03-21	IT018990212609	2245	540	840	551	829	337	963	80
2020-03-21	IT018990212612	2248	701	679	615	765	288	1033	59
2020-03-21	IT018990212616	2249	685	695	478	902	350	975	55
2020-03-21	IT018990212618	2251	599	781	568	812	282	839	259
2020-03-21	IT018990212619	2252	626	754	592	788	330	938	112
2020-03-21	IT018990212620	2253	624	756	567	813	276	951	153
2020-03-21	IT018990212621	2254	701	679	703	677	346	988	46
2020-03-21	IT018990212630	2257	645	735	552	828	303	1073	4
2020-03-21	IT018990212631	2258	460	920	609	771	195	586	600
2020-03-21	IT018990212639	2260	547	833	591	789	295	835	249
2020-03-21	IT018990212640	2261	579	801	541	839	263	767	350
2020-03-21	IT018990213352	2264	540	840	476	904	405	944	31
2020-03-21	IT018990213354	2265	681	699	613	767	391	911	78
2020-03-21	IT018990213360	2269	535	845	546	834	294	867	220
2020-03-21	IT018990213364	2273	486	894	547	833	305	965	110
2020-03-21	IT018990213366	2275	946	434	623	757	456	922	2
2020-03-21	IT018990213367	2276	642	738	500	880	324	922	135
2020-03-21	IT018990213377	2279	585	795	546	834	297	879	204
2020-03-21	IT018990213397	2290	729	651	473	907	379	896	105
2020-03-21	IT018990215566	2306	913	467	634	746	453	919	8
2020-03-21	IT018990216743	2321	734	586	459	861	432	707	181
2020-03-21	IT018990220442	2389	666	714	507	873	342	753	284
2020-03-21	IT018990220461	2403	338	382	275	445	150	435	135
2020-03-21	IT018990220470	2407	671	709	441	939	363	638	379
2020-03-21	IT018990223459	2415	147	153	133	167	64	181	55
2020-03-21	IT018990223452	2413	608	772	468	912	327	732	321
2020-03-21	IT018990223461	2417	816	564	387	993	480	642	259
2020-03-21	IT018990223462	2418	410	370	261	519	223	360	198
2020-03-21	IT018990223466	2420	436	584	320	700	285	505	230
2020-03-21	IT018990223475	2426	668	712	442	938	369	700	312
2020-03-21	IT018990223479	2429	0	120	0	120	0	16	104
2020-03-21	IT018990223489	2435	471	369	222	618	258	323	259
2020-03-22	IT018990139961	20	1073	367	606	834	531	902	7
2020-03-22	IT018990141387	55	777	663	499	941	452	868	120
2020-03-22	IT018990141393	59	991	449	742	698	317	1123	0
2020-03-22	IT018990144073	84	964	476	685	755	613	827	0
2020-03-22	IT018990144078	89	866	574	909	531	383	1057	0
2020-03-22	IT018990149163	119	675	765	715	725	439	989	12
2020-03-22	IT018990149171	125	814	626	733	707	419	1021	0
2020-03-22	IT018990149202	146	793	647	552	888	405	924	111
2020-03-22	IT018990151448	155	139	1301	497	943	274	1131	35
2020-03-22	IT018990151453	157	678	702	557	823	248	1124	8
2020-03-22	IT018990151477	174	772	668	608	832	412	815	213
2020-03-22	IT018990153994	184	791	649	640	800	426	1009	5
2020-03-22	IT018990157025	203	730	710	638	802	454	984	2
2020-03-22	IT018990159685	231	804	636	718	722	514	926	0
2020-03-22	IT018990159701	235	653	787	504	936	441	955	44
2020-03-22	IT018990159704	236	747	693	755	685	385	1055	0
2020-03-22	IT018990162225	242	820	620	702	738	423	1006	11
2020-03-22	IT018990162239	252	827	613	492	948	431	982	27
2020-03-22	IT018990162265	264	797	643	777	663	460	960	20
2020-03-22	IT018990162270	266	566	874	784	656	425	1000	15
2020-03-22	IT018990163896	269	1054	386	265	1175	849	508	83
2020-03-22	IT018990163900	270	773	667	653	787	355	1065	20
2020-03-22	IT018990163901	271	723	717	830	610	388	1052	0
2020-03-22	IT018990163914	279	859	581	565	875	412	1028	0
2020-03-22	IT018990163917	280	817	623	516	924	516	910	14
2020-03-22	IT018990163935	293	993	447	380	1060	650	498	292
2020-03-22	IT018990163938	294	640	800	437	1003	534	884	22
2020-03-22	IT018990166563	296	1355	85	209	1231	1097	325	18
2020-03-22	IT018990166573	300	813	627	245	1195	585	794	61
2020-03-22	IT018990166580	306	607	833	581	859	314	799	327
2020-03-22	IT018990166586	310	871	569	672	768	422	1003	15
2020-03-22	IT018990166587	311	767	673	665	775	259	1166	15
2020-03-22	IT018990166588	312	800	640	729	711	527	913	0
2020-03-22	IT018990166609	326	804	636	587	853	445	870	125
2020-03-22	IT018990168073	334	1004	436	583	857	599	839	2
2020-03-22	IT018990168077	338	120	0	0	120	120	0	0
2020-03-22	IT018990170712	366	701	739	772	668	397	1043	0
2020-03-22	IT018990106878	698	871	569	635	805	450	793	197
2020-03-22	IT018990120502	822	758	682	434	1006	354	930	156
2020-03-22	IT018990122362	872	1016	424	802	638	424	1016	0
2020-03-22	IT018990128605	911	771	669	712	728	457	970	13
2020-03-22	IT018990131966	948	863	577	702	738	465	975	0
2020-03-22	IT018990135842	968	822	618	586	854	354	988	98
2020-03-22	IT018990137088	990	1027	413	585	855	560	880	0
2020-03-22	IT018990168098	1351	788	652	597	843	377	978	85
2020-03-22	IT018990163382	3382	561	879	700	740	318	1108	14
2020-03-22	IT018990163384	3384	849	591	568	872	475	925	40
2020-03-22	IT018990163386	3386	801	639	552	888	400	1026	14
2020-03-22	IT018990163394	3394	652	788	586	854	357	1007	76
2020-03-22	IT018990163409	3409	796	644	717	723	436	1004	0
2020-03-22	IT018990163415	3415	780	660	680	760	372	1059	9
2020-03-22	IT018990163416	3416	656	784	635	805	393	1038	9
2020-03-22	IT018990163419	3419	730	710	617	823	376	1033	31
2020-03-22	IT018990163430	3430	675	765	678	762	306	1074	60
2020-03-22	IT018990163537	3537	512	928	795	645	377	1063	0
2020-03-22	IT018990163539	3539	748	692	602	838	446	978	16
2020-03-22	IT018990163541	3541	511	869	500	880	306	951	123
2020-03-22	IT018990163544	3544	1045	395	783	657	391	1049	0
2020-03-22	IT018990163546	3546	846	594	632	808	418	989	33
2020-03-22	IT018990163552	3552	703	737	653	787	365	1025	50
2020-03-22	IT018990163555	3555	899	541	769	671	451	978	11
2020-03-22	IT018990163562	3562	678	762	779	661	330	1102	8
2020-03-22	IT018990163431	3431	833	607	601	839	316	1016	108
2020-03-22	IT018990179917	9917	810	630	565	875	419	927	93
2020-03-22	IT018990163568	3568	790	650	688	752	556	882	2
2020-03-22	IT018990163560	3560	1380	0	0	1380	1380	0	0
2020-03-22	IT018990163551	3551	585	855	848	592	295	1145	0
2020-03-22	IT018990163571	3571	610	830	622	818	336	1058	46
2020-03-22	IT018990179906	9906	706	734	796	644	334	1029	77
2020-03-22	IT018990162232	246	906	534	573	867	462	947	31
2020-03-22	IT018990168063	328	893	547	589	851	356	889	195
2020-03-22	IT018990163905	275	1022	418	743	697	519	921	0
2020-03-22	IT018990148426	114	917	523	618	822	468	966	6
2020-03-22	IT018990153983	180	818	622	595	845	477	798	165
2020-03-22	IT018990163581	3581	766	674	578	862	338	749	353
2020-03-22	IT018990163556	3556	601	839	661	779	328	1044	68
2020-03-22	IT018990179926	9926	888	552	430	1010	533	738	169
2020-03-22	IT018990179909	9909	888	492	603	777	386	965	29
2020-03-22	IT018990179905	9905	838	602	640	800	466	963	11
2020-03-22	IT018990163566	3566	822	618	654	786	418	1010	12
2020-03-22	IT018990168094	347	777	663	651	789	316	1089	35
2020-03-22	IT018990179938	9938	789	651	595	845	424	920	96
2020-03-22	IT018990168092	345	932	508	668	772	343	1089	8
2020-03-22	IT018990179904	9904	695	745	614	826	185	1106	149
2020-03-22	IT018990151460	161	804	636	799	641	382	1049	9
2020-03-22	IT018990148427	115	853	587	541	899	445	968	27
2020-03-22	IT018990168102	353	890	550	545	895	388	932	120
2020-03-22	IT018990166589	313	870	570	758	682	430	1006	4
2020-03-22	IT018990151455	159	975	465	731	709	407	1024	9
2020-03-22	IT018990163411	3411	629	811	709	731	367	1042	31
2020-03-22	IT018990170698	1356	692	748	528	912	444	960	36
2020-03-22	IT018990168096	349	980	460	552	888	587	850	3
2020-03-22	IT018990168099	352	815	625	525	915	381	967	92
2020-03-22	IT018990163410	3410	718	722	528	912	381	836	223
2020-03-22	IT018990180190	1190	895	545	741	699	469	966	5
2020-03-22	IT018990180182	1182	638	802	607	833	338	964	138
2020-03-22	IT018990157056	223	969	471	655	785	492	941	7
2020-03-22	IT018990159690	234	774	666	431	1009	653	787	0
2020-03-22	IT018990163392	3392	605	835	547	893	338	781	321
2020-03-22	IT018990180176	1176	570	870	617	823	327	828	285
2020-03-22	IT018990163573	3573	670	770	570	870	360	943	137
2020-03-22	IT018990144040	72	1003	437	520	920	669	771	0
2020-03-22	IT018990153996	186	824	616	762	678	500	932	8
2020-03-22	IT018990191180	2008	906	534	647	793	506	842	92
2020-03-22	IT018990180155	1155	632	808	700	740	349	949	142
2020-03-22	IT018990163383	3383	874	566	578	862	406	912	122
2020-03-22	IT018990170714	368	918	522	664	776	437	998	5
2020-03-22	IT018990180200	1200	741	699	626	814	324	1104	12
2020-03-22	IT018990180191	1191	709	731	647	793	434	971	35
2020-03-22	IT018990191182	2010	747	693	664	776	344	1013	83
2020-03-22	IT018990179930	9930	772	608	631	749	289	1010	81
2020-03-22	IT018990180180	1180	624	816	634	806	339	1080	21
2020-03-22	IT018990180192	1192	761	679	610	830	337	847	254
2020-03-22	IT018990144032	69	640	800	531	909	376	947	117
2020-03-22	IT018990162252	258	857	583	563	877	407	963	70
2020-03-22	IT018990135871	981	932	508	662	778	573	864	3
2020-03-22	IT018990168062	327	312	1128	519	921	135	1125	180
2020-03-22	IT018990180167	1167	914	526	637	803	354	1083	3
2020-03-22	IT018990191192	2020	745	695	709	731	318	1077	45
2020-03-22	IT018990180154	1154	613	827	664	776	271	1127	42
2020-03-22	IT018990180185	1185	746	694	785	655	316	1098	26
2020-03-22	IT018990163578	3578	714	726	739	701	247	1141	52
2020-03-22	IT018990191173	2003	766	674	702	738	365	1010	66
2020-03-22	IT018990170699	357	924	516	674	766	510	924	6
2020-03-22	IT018990122315	842	890	550	599	841	409	1009	22
2020-03-22	IT018990139986	38	738	702	586	854	423	1015	2
2020-03-22	IT018990179927	9927	583	857	550	890	259	770	411
2020-03-22	IT018990191177	2005	776	664	710	730	390	1043	7
2020-03-22	IT018990180170	1170	885	555	594	846	335	866	239
2020-03-22	IT018990179934	9934	751	689	565	875	278	999	163
2020-03-22	IT018990180174	1174	831	609	705	735	292	1133	15
2020-03-22	IT018990179911	9911	665	775	528	912	490	926	24
2020-03-22	IT018990180193	1193	840	600	729	711	387	1039	14
2020-03-22	IT018990179933	9933	830	610	851	589	329	1111	0
2020-03-22	IT018990179923	9923	805	635	568	872	394	1032	14
2020-03-22	IT018990191203	2031	832	608	562	878	402	837	201
2020-03-22	IT018990180156	1156	668	772	567	873	413	1006	21
2020-03-22	IT018990191196	2022	819	621	543	897	519	871	50
2020-03-22	IT018990180166	1166	668	772	575	865	475	700	265
2020-03-22	IT018990179941	9941	658	782	702	738	403	1023	14
2020-03-22	IT018990180158	1158	976	464	542	898	455	957	28
2020-03-22	IT018990180163	1163	642	798	826	614	443	996	1
2020-03-22	IT018990168066	331	768	672	609	831	464	971	5
2020-03-22	IT018990163420	3420	806	634	519	921	376	960	104
2020-03-22	IT018990179947	9947	1075	365	489	951	764	673	3
2020-03-22	IT018990191186	2014	950	490	861	579	430	999	11
2020-03-22	IT018990191209	2037	915	525	603	837	364	736	340
2020-03-22	IT018990180159	1159	911	529	526	914	375	681	384
2020-03-22	IT018990191188	2016	767	673	577	863	416	949	75
2020-03-22	IT018990180168	1168	1162	278	423	1017	695	638	107
2020-03-22	IT018990162248	256	809	631	672	768	364	1075	1
2020-03-22	IT018990180171	1171	759	681	618	822	434	970	36
2020-03-22	IT018990191211	2038	953	487	655	785	510	927	3
2020-03-22	IT018990191201	2029	716	724	754	686	308	1121	11
2020-03-22	IT018990191205	2033	766	674	669	771	392	1039	9
2020-03-22	IT018990191220	2047	858	582	814	626	332	1079	29
2020-03-22	IT018990179918	9918	880	560	769	671	429	1011	0
2020-03-22	IT018990163542	3542	1062	378	503	937	535	825	80
2020-03-22	IT018990179921	9921	874	566	467	973	450	857	133
2020-03-22	IT018990179901	9901	758	682	655	785	391	943	106
2020-03-22	IT018990179931	9931	627	813	914	526	334	1101	5
2020-03-22	IT018990131953	939	863	577	557	883	561	847	32
2020-03-22	IT018990191172	2000	898	542	576	864	476	962	2
2020-03-22	IT018990180152	1152	693	747	523	917	388	972	81
2020-03-22	IT018990180178	1178	545	835	570	810	283	1019	78
2020-03-22	IT018990191174	2004	740	700	655	785	376	1058	6
2020-03-22	IT018990179945	9945	823	617	542	898	443	996	1
2020-03-22	IT018990180186	1186	710	730	614	826	339	1051	50
2020-03-22	IT018990163554	3554	645	795	564	876	403	1037	0
2020-03-22	IT018990180181	1181	483	897	458	922	359	1010	11
2020-03-22	IT018990191199	2027	564	876	684	756	315	1118	7
2020-03-22	IT018990179902	9902	813	627	814	626	299	1119	22
2020-03-22	IT018990180161	1161	661	779	565	875	421	979	40
2020-03-22	IT018990179915	9915	763	677	498	942	428	975	37
2020-03-22	IT018990180189	1189	882	558	517	923	522	709	209
2020-03-22	IT018990180169	1169	656	784	550	890	375	1050	15
2020-03-22	IT018990180172	1172	875	565	614	826	532	908	0
2020-03-22	IT018990180165	1165	529	911	553	887	364	760	316
2020-03-22	IT018990163404	3404	774	666	494	946	465	913	63
2020-03-22	IT018990170705	360	555	885	556	884	403	983	54
2020-03-22	IT018990157029	206	717	723	622	818	342	1070	28
2020-03-22	IT018990166601	318	725	715	503	937	459	627	354
2020-03-22	IT018990198237	2073	816	624	676	764	379	1057	4
2020-03-22	IT018990191216	2043	766	674	595	845	313	1050	77
2020-03-22	IT018990195789	2050	646	794	602	838	446	963	31
2020-03-22	IT018990191191	2018	805	635	657	783	267	1110	63
2020-03-22	IT018990191217	2044	806	634	743	697	283	1138	19
2020-03-22	IT018990191219	2046	738	702	708	732	239	952	248
2020-03-22	IT018990195824	2070	629	811	555	885	399	1038	3
2020-03-22	IT018990191202	2030	1038	402	661	779	481	955	4
2020-03-22	IT018990195819	2069	613	827	689	751	312	1124	4
2020-03-22	IT018990191212	2039	696	744	584	856	336	915	189
2020-03-22	IT018990203409	2159	579	861	584	856	302	963	175
2020-03-22	IT018990204674	2170	793	647	610	830	392	834	214
2020-03-22	IT018990204675	2171	763	677	532	908	384	867	189
2020-03-22	IT018990204686	2177	859	581	669	771	522	869	49
2020-03-22	IT018990204687	2178	665	775	530	910	297	981	162
2020-03-22	IT018990204708	2185	776	664	538	902	315	893	232
2020-03-22	IT018990206808	2190	591	849	667	773	286	1045	109
2020-03-22	IT018990206819	2197	698	742	626	814	286	883	271
2020-03-22	IT018990206820	2198	615	825	620	820	285	1050	105
2020-03-22	IT018990206821	2199	841	599	501	939	364	921	156
2020-03-22	IT018990206823	2200	674	766	622	818	288	1036	116
2020-03-22	IT018990206826	2203	694	746	676	764	299	1097	44
2020-03-22	IT018990206827	2204	746	694	622	818	329	975	135
2020-03-22	IT018990209596	2215	717	723	495	945	334	930	176
2020-03-22	IT018990209597	2216	947	493	659	781	344	1037	59
2020-03-22	IT018990209598	2217	807	633	667	773	394	898	149
2020-03-22	IT018990209599	2218	342	1098	552	888	270	922	248
2020-03-22	IT018990209611	2222	603	837	543	897	386	882	172
2020-03-22	IT018990209625	2229	834	606	659	781	343	1084	13
2020-03-22	IT018990198241	2075	470	970	814	626	168	1234	38
2020-03-22	IT018990198238	2074	806	634	786	654	303	1111	26
2020-03-22	IT018990191218	2045	603	837	637	803	357	855	229
2020-03-22	IT018990191215	2042	866	574	618	822	413	983	44
2020-03-22	IT018990199316	2102	654	786	687	753	222	1063	155
2020-03-22	IT018990199336	2118	594	846	629	811	309	1046	85
2020-03-22	IT018990195829	2072	694	746	703	737	277	976	187
2020-03-22	IT018990191214	2041	834	606	806	634	303	1133	4
2020-03-22	IT018990191183	2011	838	602	701	739	377	1034	29
2020-03-22	IT018990195790	2051	706	734	550	890	334	744	363
2020-03-22	IT018990199306	2097	627	813	507	933	335	924	183
2020-03-22	IT018990198264	2088	658	782	619	821	332	904	204
2020-03-22	IT018990198246	2081	296	1144	629	811	180	976	284
2020-03-22	IT018990191179	2007	747	693	659	781	221	1053	166
2020-03-22	IT018990199303	2096	851	589	532	908	383	934	123
2020-03-22	IT018990195812	2064	719	721	478	962	421	982	37
2020-03-22	IT018990201160	2131	823	617	577	863	438	930	72
2020-03-22	IT018990191189	2019	710	730	636	804	357	1064	19
2020-03-22	IT018990195816	2067	620	820	647	793	362	1040	38
2020-03-22	IT018990195809	2063	763	677	469	971	525	904	11
2020-03-22	IT018990198255	2085	630	810	719	721	254	1092	93
2020-03-22	IT018990198267	2089	836	604	539	901	371	682	387
2020-03-22	IT018990198250	2083	957	483	573	867	520	919	1
2020-03-22	IT018990195800	2058	769	671	570	870	553	887	0
2020-03-22	IT018990199311	2100	749	691	515	925	435	748	258
2020-03-22	IT018990157041	215	823	617	824	616	369	1071	0
2020-03-22	IT018990195818	2068	869	571	575	865	439	996	5
2020-03-22	IT018990199333	2115	825	615	586	854	300	677	463
2020-03-22	IT018990199349	2125	668	772	539	901	328	915	197
2020-03-22	IT018990198269	2091	732	708	519	921	346	670	424
2020-03-22	IT018990198256	2086	963	477	511	929	544	870	26
2020-03-22	IT018990198247	2082	806	634	442	998	626	798	16
2020-03-22	IT018990199319	2104	735	705	611	829	282	1072	86
2020-03-22	IT018990198244	2079	929	511	550	890	392	638	410
2020-03-22	IT018990198278	2094	676	764	480	960	284	736	419
2020-03-22	IT018990199341	2121	875	565	575	865	402	689	349
2020-03-22	IT018990199328	2110	787	653	601	839	316	932	192
2020-03-22	IT018990195828	2071	837	603	469	971	508	806	126
2020-03-22	IT018990199346	2124	631	809	274	1166	376	893	171
2020-03-22	IT018990199334	2116	769	671	523	917	358	971	111
2020-03-22	IT018990201152	2127	444	996	588	852	252	1106	82
2020-03-22	IT018990199343	2105	899	541	579	861	426	687	327
2020-03-22	IT018990213400	2292	760	680	658	782	323	1013	104
2020-03-22	IT018990215550	2298	552	888	571	869	284	979	176
2020-03-22	IT018990215547	2295	747	693	552	888	340	926	174
2020-03-22	IT018990215552	2300	380	1060	591	849	306	838	296
2020-03-22	IT018990201164	2133	745	695	480	960	422	657	362
2020-03-22	IT018990191213	2040	815	625	662	778	393	995	52
2020-03-22	IT018990199318	2103	633	807	539	901	415	613	412
2020-03-22	IT018990201166	2134	769	671	494	946	440	647	352
2020-03-22	IT018990195808	2062	1035	405	474	966	761	651	28
2020-03-22	IT018990195814	2065	939	501	684	756	559	880	1
2020-03-22	IT018990195788	2049	626	814	605	835	276	876	288
2020-03-22	IT018990198281	2095	737	703	567	873	360	851	230
2020-03-22	IT018990199312	2101	541	899	639	801	244	884	312
2020-03-22	IT018990199323	2108	420	0	0	420	420	0	0
2020-03-22	IT018990199327	2109	568	872	543	897	283	906	252
2020-03-22	IT018990199345	2123	669	771	600	840	325	962	153
2020-03-22	IT018990201163	2132	873	567	565	875	403	873	163
2020-03-22	IT018990201165	2135	688	752	584	856	359	890	191
2020-03-22	IT018990201172	2136	613	827	498	942	364	801	275
2020-03-22	IT018990201173	2137	730	710	525	915	369	970	101
2020-03-22	IT018990201175	2139	676	764	628	812	332	570	537
2020-03-22	IT018990201180	2140	880	560	580	860	403	1022	15
2020-03-22	IT018990203366	2142	902	538	565	875	431	683	326
2020-03-22	IT018990203367	2143	553	887	537	903	344	865	230
2020-03-22	IT018990203372	2144	885	555	567	873	379	776	285
2020-03-22	IT018990203373	2145	762	678	431	1009	435	604	402
2020-03-22	IT018990203374	2146	728	712	562	878	350	780	310
2020-03-22	IT018990203386	2149	856	584	599	841	358	1010	72
2020-03-22	IT018990203387	2150	667	773	569	871	344	1019	78
2020-03-22	IT018990203390	2151	886	554	805	635	382	1055	3
2020-03-22	IT018990203394	2153	885	555	611	829	341	1061	38
2020-03-22	IT018990203404	2154	699	741	578	862	360	1048	32
2020-03-22	IT018990203405	2155	633	807	527	913	342	1014	84
2020-03-22	IT018990203406	2156	811	629	653	787	268	979	193
2020-03-22	IT018990203407	2157	746	694	474	966	424	717	299
2020-03-22	IT018990204662	2162	785	655	540	900	349	865	226
2020-03-22	IT018990204666	2163	786	654	667	773	329	1079	32
2020-03-22	IT018990204667	2164	659	781	553	887	370	904	166
2020-03-22	IT018990204669	2166	807	633	532	908	484	881	75
2020-03-22	IT018990204679	2172	780	660	494	946	304	879	257
2020-03-22	IT018990204682	2173	788	652	534	906	495	841	104
2020-03-22	IT018990204683	2174	634	806	655	785	302	1133	5
2020-03-22	IT018990204684	2175	655	785	516	924	354	822	262
2020-03-22	IT018990204685	2176	673	767	604	836	375	1005	61
2020-03-22	IT018990204698	2179	800	640	547	893	401	824	215
2020-03-22	IT018990204700	2181	1371	69	33	1407	1273	167	0
2020-03-22	IT018990204709	2184	743	697	539	901	362	849	229
2020-03-22	IT018990204711	2186	771	669	626	814	400	961	79
2020-03-22	IT018990206806	2189	653	787	584	856	342	988	110
2020-03-22	IT018990206810	2192	743	697	577	863	418	799	224
2020-03-22	IT018990206825	2202	837	603	592	848	470	954	16
2020-03-22	IT018990206842	2208	1320	0	0	1320	1320	0	0
2020-03-22	IT018990206845	2211	651	729	523	857	282	778	321
2020-03-22	IT018990206846	2212	712	728	495	945	403	619	418
2020-03-22	IT018990206847	2213	643	797	680	760	284	1081	76
2020-03-22	IT018990209595	2214	770	670	597	843	338	1066	36
2020-03-22	IT018990209601	2219	430	1010	581	859	339	791	310
2020-03-22	IT018990209614	2225	688	752	621	819	364	1019	57
2020-03-22	IT018990209636	2231	797	643	557	883	320	824	296
2020-03-22	IT018990209639	2232	748	692	618	822	286	985	170
2020-03-22	IT018990209640	2234	608	832	619	821	339	948	153
2020-03-22	IT018990212594	2237	756	684	665	775	274	837	329
2020-03-22	IT018990212602	2238	801	639	538	902	405	999	36
2020-03-22	IT018990212603	2239	729	711	636	804	353	1050	37
2020-03-22	IT018990212604	2240	526	914	629	811	318	822	299
2020-03-22	IT018990212609	2245	608	832	633	807	351	1016	73
2020-03-22	IT018990212612	2248	674	766	659	781	246	1150	44
2020-03-22	IT018990212616	2249	868	572	581	859	442	955	43
2020-03-22	IT018990212618	2251	668	772	586	854	277	822	340
2020-03-22	IT018990212619	2252	834	606	620	820	413	910	118
2020-03-22	IT018990212620	2253	727	713	634	806	315	966	159
2020-03-22	IT018990212621	2254	805	635	663	777	380	977	83
2020-03-22	IT018990212630	2257	865	575	601	839	414	1022	4
2020-03-22	IT018990212631	2258	587	853	637	803	299	585	556
2020-03-22	IT018990212639	2260	259	522	402	378	148	542	91
2020-03-22	IT018990212640	2261	624	816	560	880	295	836	308
2020-03-22	IT018990213352	2264	622	818	513	927	447	968	25
2020-03-22	IT018990213354	2265	717	723	634	806	346	1051	43
2020-03-22	IT018990213360	2269	567	873	603	837	311	889	240
2020-03-22	IT018990213364	2273	603	837	562	878	398	933	109
2020-03-22	IT018990213366	2275	913	527	700	740	393	1047	0
2020-03-22	IT018990213367	2276	623	817	557	883	296	982	162
2020-03-22	IT018990213377	2279	636	804	635	805	281	972	187
2020-03-22	IT018990213397	2290	650	790	583	857	328	1072	40
2020-03-22	IT018990215566	2306	922	518	678	762	421	1013	6
2020-03-22	IT018990216743	2321	826	494	505	815	425	747	148
2020-03-22	IT018990220442	2389	722	718	467	973	379	741	321
2020-03-22	IT018990220461	2403	0	60	18	42	0	31	29
2020-03-22	IT018990220470	2407	684	756	493	947	326	715	399
2020-03-22	IT018990223444	2409	0	60	0	60	0	37	23
2020-03-22	IT018990223459	2415	60	0	9	51	52	8	0
2020-03-22	IT018990223452	2413	399	1041	383	1057	174	774	492
2020-03-22	IT018990223461	2417	738	702	507	933	366	746	328
2020-03-22	IT018990223462	2418	0	60	26	34	0	60	0
2020-03-22	IT018990223466	2420	102	138	86	154	74	119	47
2020-03-22	IT018990223475	2426	649	791	504	936	379	777	284
2020-03-22	IT018990223479	2429	0	240	0	240	0	68	172
2020-03-22	IT018990223489	2435	42	498	178	362	17	333	190
2020-03-23	IT018990139961	20	1050	330	495	885	615	753	12
2020-03-23	IT018990141387	55	827	553	500	880	461	780	139
2020-03-23	IT018990141393	59	1021	359	664	716	414	966	0
2020-03-23	IT018990144073	84	911	469	631	749	586	794	0
2020-03-23	IT018990144078	89	786	594	776	604	399	981	0
2020-03-23	IT018990149163	119	401	979	650	730	323	1025	32
2020-03-23	IT018990149171	125	801	579	750	630	400	980	0
2020-03-23	IT018990149202	146	576	804	540	840	294	981	106
2020-03-23	IT018990151448	155	136	1244	523	857	189	1184	7
2020-03-23	IT018990151453	157	649	731	533	847	250	1123	7
2020-03-23	IT018990151477	174	817	563	433	947	531	733	114
2020-03-23	IT018990153994	184	666	714	513	867	515	847	18
2020-03-23	IT018990157025	203	611	769	634	746	384	994	2
2020-03-23	IT018990159685	231	812	568	643	737	525	855	0
2020-03-23	IT018990159701	235	705	675	433	947	523	840	17
2020-03-23	IT018990159704	236	887	493	591	789	552	826	2
2020-03-23	IT018990162225	242	678	702	631	749	342	1036	2
2020-03-23	IT018990162239	252	840	540	484	896	477	895	8
2020-03-23	IT018990162265	264	563	817	760	620	386	987	7
2020-03-23	IT018990162270	266	639	741	721	659	409	962	10
2020-03-23	IT018990163896	269	937	443	270	1110	751	528	100
2020-03-23	IT018990163900	270	721	659	633	747	380	905	95
2020-03-23	IT018990163901	271	745	635	715	665	388	992	0
2020-03-23	IT018990163914	279	836	544	600	780	380	995	5
2020-03-23	IT018990163917	280	651	729	589	791	391	939	50
2020-03-23	IT018990163935	293	835	545	417	963	501	652	227
2020-03-23	IT018990163938	294	468	912	462	918	417	932	31
2020-03-23	IT018990166563	296	1197	183	177	1203	982	376	22
2020-03-23	IT018990166573	300	945	435	551	829	516	864	0
2020-03-23	IT018990166580	306	727	653	542	838	385	687	309
2020-03-23	IT018990166586	310	777	603	522	858	458	906	16
2020-03-23	IT018990166587	311	826	554	615	765	305	1054	21
2020-03-23	IT018990166588	312	754	626	702	678	482	898	0
2020-03-23	IT018990166609	326	854	526	435	945	482	685	214
2020-03-23	IT018990168073	334	984	396	502	878	569	810	1
2020-03-23	IT018990170712	366	516	864	746	634	306	1071	3
2020-03-23	IT018990106878	698	840	540	505	875	424	738	218
2020-03-23	IT018990120502	822	574	806	332	1048	335	929	116
2020-03-23	IT018990122362	872	1012	368	736	644	470	899	11
2020-03-23	IT018990128605	911	766	614	605	775	454	920	6
2020-03-23	IT018990131966	948	824	556	608	772	482	898	0
2020-03-23	IT018990135842	968	639	741	596	784	306	1009	65
2020-03-23	IT018990137088	990	884	496	568	812	520	860	0
2020-03-23	IT018990168098	1351	394	986	359	1021	193	864	323
2020-03-23	IT018990163382	3382	569	811	662	718	295	1069	16
2020-03-23	IT018990163384	3384	847	533	529	851	470	843	67
2020-03-23	IT018990163386	3386	872	508	534	846	461	892	27
2020-03-23	IT018990163394	3394	589	791	569	811	306	971	102
2020-03-23	IT018990163409	3409	842	538	652	728	432	948	0
2020-03-23	IT018990163415	3415	789	591	625	755	336	1033	11
